,Age,Receiving_Ctch%,Receiving_Lng,Receiving_Y/Tgt,Fantasy_PPR
2562,28,72.0,30.0,7.9,49.8
2564,27,59.1,13.0,2.1,42.7
2565,24,58.8,31.0,6.2,39.7
2569,24,72.7,64.0,10.3,44.6
2572,27,53.1,40.0,6.3,45.1
2576,24,87.5,57.0,8.9,40.7
2577,22,47.1,54.0,7.6,41.7
2581,32,84.6,22.0,5.1,58.6
2586,25,75.0,37.0,11.3,35.6
2588,29,81.5,31.0,8.0,45.7
2591,23,59.0,72.0,6.5,46.3
2597,23,54.5,41.0,7.0,27.7
2598,25,65.5,57.0,5.6,41.3
2601,23,53.8,33.0,5.4,42.2
2602,24,66.7,39.0,10.8,32.1
2603,22,57.1,25.0,5.7,40.0
2607,25,50.0,18.0,4.1,36.9
2608,25,68.8,35.0,10.9,28.5
2609,30,47.1,40.0,7.1,26.1
2610,21,57.7,23.0,4.4,32.9
2615,25,71.4,52.0,8.3,27.0
2621,22,45.8,28.0,4.3,27.4
2622,22,100.0,12.0,9.0,16.7
2624,25,31.6,28.0,4.5,21.2
2628,33,54.5,18.0,4.7,33.4
2633,30,66.7,44.0,15.7,15.9
2636,25,53.3,45.0,9.6,22.4
2639,30,42.9,24.0,5.8,20.1
2640,25,65.0,30.0,7.1,27.2
2641,28,34.1,21.0,3.0,28.3
2642,27,57.1,27.0,9.1,20.8
2644,22,57.9,26.0,4.4,24.0
2647,21,35.3,25.0,3.7,18.5
2653,24,22.2,40.0,6.7,14.0
2654,25,66.7,36.0,10.3,16.2
2656,30,76.5,32.0,7.1,25.1
2664,23,55.6,21.0,6.0,16.4
2666,24,46.2,46.0,6.3,16.9
2669,26,83.3,39.0,16.0,14.6
2670,28,68.4,32.0,4.9,22.8
2672,22,38.1,29.0,4.8,18.1
2674,23,75.0,19.0,9.5,12.8
2677,23,47.8,20.0,4.1,20.5
2680,22,52.9,24.0,5.5,18.4
2683,23,85.7,12.0,5.9,14.6
2684,23,71.4,50.0,13.3,14.3
2685,22,100.0,18.0,18.0,9.6
2687,24,71.4,29.0,10.0,13.3
2688,28,58.8,19.0,4.6,17.8
2689,26,40.0,7.0,2.3,12.3
2690,24,28.6,14.0,2.2,17.7
2691,28,75.0,31.0,9.5,13.6
2694,25,60.0,35.0,8.2,14.2
2696,23,72.2,74.0,9.4,13.4
2697,23,83.3,32.0,14.0,13.4
2700,25,50.0,14.0,4.7,17.4
2703,23,58.3,21.0,5.8,13.9
2704,24,54.5,38.0,6.4,13.0
2705,23,61.5,16.0,5.5,15.1
2706,29,55.6,29.0,7.8,12.0
2711,24,55.6,53.0,12.6,12.3
2712,25,50.0,26.0,5.8,15.2
2714,23,27.8,20.0,4.4,11.5
2719,26,60.0,39.0,7.5,6.2
2722,23,42.9,15.0,4.4,9.4
2730,28,50.0,46.0,23.0,5.6
2734,31,60.0,39.0,7.5,4.8
2735,26,17.6,22.0,3.0,8.1
2736,27,42.9,25.0,6.3,7.4
2738,24,75.0,22.0,9.8,6.9
2740,22,28.6,19.0,2.9,8.1
2744,26,100.0,15.0,10.5,5.8
2748,21,44.4,14.0,3.7,7.3
2753,23,62.5,16.0,5.6,7.5
2755,26,100.0,26.0,26.0,3.6
2757,23,40.0,19.0,3.6,5.3
2764,27,75.0,14.0,7.5,6.0
2767,24,50.0,10.0,4.5,3.8
2774,24,100.0,17.0,17.0,2.7
2776,27,66.7,9.0,3.8,6.3
2777,26,14.3,24.0,3.4,3.4
2778,29,50.0,12.0,6.0,2.2
2780,33,33.3,8.0,2.7,1.8
2781,23,66.7,6.0,3.7,3.1
2782,27,16.7,8.0,1.3,1.8
2784,26,40.0,12.0,2.4,3.2
2788,25,100.0,5.0,5.0,1.5
2789,23,50.0,8.0,3.3,3.3
2792,32,50.0,5.0,2.5,1.5
2793,25,50.0,6.0,1.5,2.6
2801,25,100.0,1.0,1.0,1.1
2806,23,100.0,4.0,4.0,1.4
2808,25,100.0,3.0,3.0,1.3
2812,22,30.8,14.0,2.2,3.3
2813,23,100.0,12.0,12.0,0.1
2814,29,25.0,12.0,3.0,0.2
2815,22,60.0,39.0,7.5,-0.8
2829,23,55.5,45.0,7.6,304.1
2830,31,63.8,60.0,8.3,304.7
2831,28,68.8,51.0,8.3,307.3
2834,24,59.8,75.0,8.1,296.6
2837,27,58.7,63.0,9.3,273.8
2840,27,64.3,75.0,10.9,259.9
2842,24,62.0,66.0,8.2,246.7
2843,23,66.7,98.0,10.0,246.3
2849,23,76.0,46.0,9.4,255.7
2852,28,75.2,59.0,9.0,253.6
2853,22,73.5,49.0,7.1,217.0
2859,29,61.4,56.0,6.9,239.3
2861,22,62.9,64.0,8.7,232.3
2864,24,58.0,51.0,8.9,216.9
2865,27,60.2,60.0,8.8,211.5
2872,24,71.8,71.0,8.7,231.3
2873,33,71.3,33.0,6.8,243.8
2875,27,55.0,54.0,7.2,213.4
2876,29,62.5,55.0,7.5,226.3
2878,25,53.4,50.0,8.0,197.1
2882,29,57.7,64.0,7.5,212.6
2884,30,61.6,77.0,7.0,230.3
2885,28,67.4,67.0,8.0,223.1
2886,30,62.1,95.0,8.8,202.8
2887,23,67.7,55.0,8.6,197.5
2888,28,52.1,56.0,8.3,180.0
2890,28,61.3,66.0,9.0,196.2
2892,24,51.9,74.0,9.0,168.6
2893,23,48.3,42.0,5.8,199.3
2896,26,75.0,71.0,10.5,195.2
2916,30,56.0,80.0,10.1,180.5
2917,30,69.3,70.0,9.1,201.1
2918,30,59.8,86.0,8.1,186.0
2920,28,66.0,54.0,9.6,186.4
2921,24,69.2,49.0,8.6,191.5
2922,24,51.7,51.0,6.3,197.4
2923,23,61.9,32.0,6.5,184.4
2925,26,53.4,73.0,9.0,172.3
2926,25,60.0,51.0,8.1,178.4
2928,27,76.5,47.0,8.5,189.0
2929,37,69.3,52.0,7.9,183.9
2930,24,68.0,50.0,9.2,179.5
2932,24,55.2,69.0,8.2,168.9
2935,23,75.0,46.0,8.1,193.3
2937,36,70.5,35.0,6.1,173.4
2938,25,70.0,76.0,11.6,140.0
2939,31,56.8,88.0,7.9,159.0
2941,27,59.8,57.0,8.4,163.0
2943,24,45.9,80.0,7.7,139.1
2947,24,62.4,54.0,6.9,171.4
2948,23,64.4,56.0,8.6,154.4
2949,32,46.1,41.0,6.2,155.8
2951,26,55.3,54.0,8.7,146.1
2953,29,65.5,79.0,11.7,128.9
2955,27,72.8,59.0,8.1,148.8
2956,26,54.7,43.0,4.8,146.8
2957,26,71.4,47.0,7.3,148.3
2962,27,62.7,54.0,9.0,132.4
2965,28,55.7,33.0,5.8,146.7
2966,24,62.1,57.0,9.0,124.1
2971,22,51.1,53.0,6.9,128.2
2972,27,72.1,47.0,9.7,125.4
2978,27,48.7,39.0,6.4,115.8
2979,23,66.3,42.0,7.5,133.0
2981,24,72.7,39.0,9.0,126.0
2986,27,53.2,65.0,7.3,115.4
2987,25,49.4,41.0,5.2,111.7
2988,23,53.8,52.0,7.5,114.9
2991,23,53.6,39.0,5.5,102.6
2996,22,66.7,30.0,7.4,124.1
3000,25,74.3,39.0,6.5,119.6
3001,23,50.0,53.0,7.6,101.1
3003,24,67.1,34.0,8.1,118.9
3005,23,55.9,64.0,8.9,98.8
3007,25,46.1,42.0,6.3,100.7
3008,28,57.9,44.0,7.1,109.5
3010,26,53.4,30.0,7.1,103.7
3011,24,66.7,56.0,8.4,96.1
3012,22,49.4,34.0,6.3,105.3
3013,30,54.2,48.0,8.1,101.6
3014,22,39.7,48.0,6.4,86.1
3018,26,42.6,84.0,6.3,90.1
3019,27,69.0,48.0,9.9,90.1
3020,22,45.2,58.0,5.7,93.3
3023,23,42.9,72.0,8.9,77.9
3024,26,46.1,36.0,5.7,98.0
3026,30,76.7,64.0,8.6,87.9
3027,23,53.8,62.0,8.3,83.0
3032,24,63.8,39.0,7.7,97.0
3034,23,52.2,40.0,5.3,87.9
3039,23,48.6,26.0,5.3,87.2
3041,24,60.8,42.0,5.5,81.9
3043,30,61.1,33.0,6.0,83.4
3046,26,57.5,24.0,8.5,70.0
3049,31,79.3,32.0,8.4,69.3
3050,24,68.4,38.0,7.4,72.1
3054,27,40.8,53.0,5.4,64.7
3055,25,67.7,27.0,6.5,65.3
3058,25,43.5,64.0,8.2,52.9
3063,26,58.7,45.0,6.5,77.8
3064,26,50.0,41.0,6.8,55.9
3066,27,58.0,29.0,6.6,67.8
3072,27,50.0,31.0,7.4,56.9
3081,26,60.7,39.0,8.4,52.4
3082,29,31.6,46.0,6.0,41.4
3083,24,58.3,39.0,8.0,56.3
3084,28,56.0,44.0,7.5,48.8
3085,27,61.1,24.0,6.9,56.9
3087,29,70.6,23.0,6.8,57.5
3088,22,54.5,39.0,9.2,44.2
3089,25,50.9,27.0,5.2,59.2
3090,25,50.9,27.0,5.2,59.2
3094,29,42.9,35.0,9.2,40.4
3095,28,66.7,25.0,7.1,49.1
3096,24,64.0,35.0,8.4,46.9
3104,23,81.8,42.0,12.7,36.7
3106,25,45.8,76.0,6.0,37.5
3108,22,55.9,36.0,8.0,46.3
3112,26,50.0,51.0,8.5,35.7
3115,25,69.6,17.0,4.9,40.8
3116,25,57.9,25.0,4.9,36.1
3117,24,54.3,27.0,5.3,43.6
3124,21,60.9,27.0,7.0,38.2
3125,27,54.1,40.0,6.3,43.2
3127,30,60.0,36.0,6.6,44.2
3131,23,36.8,30.0,5.1,28.7
3132,24,56.3,35.0,10.0,31.0
3133,32,68.2,35.0,9.5,36.0
3137,35,40.9,20.0,3.9,29.5
3138,22,51.4,42.0,5.9,38.5
3141,31,75.0,12.0,4.4,27.1
3142,22,63.0,50.0,7.4,37.0
3145,25,72.7,43.0,12.9,28.2
3147,24,52.8,32.0,5.2,38.6
3151,28,50.0,51.0,11.6,22.6
3160,33,46.9,18.0,5.4,32.3
3162,29,66.7,34.0,9.8,24.5
3167,24,53.6,12.0,3.5,30.9
3171,28,66.7,71.0,14.8,18.9
3172,29,40.7,22.0,5.6,26.2
3179,25,56.0,35.0,5.7,28.2
3183,23,61.9,19.0,6.3,26.3
3184,23,43.8,13.0,2.9,19.5
3188,22,58.3,36.0,5.5,27.1
3189,23,64.3,41.0,9.0,21.6
3190,25,44.4,30.0,5.7,17.1
3191,27,78.6,11.0,4.8,23.7
3195,28,57.1,22.0,5.9,20.2
3200,24,75.0,17.0,6.9,23.0
3201,24,100.0,35.0,16.0,14.0
3203,22,46.2,15.0,4.1,16.1
3209,25,68.4,15.0,5.6,23.0
3212,22,50.0,15.0,4.8,11.9
3213,21,70.0,23.0,5.3,22.6
3216,24,35.7,36.0,6.6,14.3
3218,24,63.6,26.0,6.9,15.7
3223,22,25.0,58.0,6.7,11.7
3229,26,47.4,17.0,4.0,16.6
3231,22,50.0,19.0,6.4,13.7
3232,24,53.3,16.0,5.1,15.6
3235,26,57.1,32.0,10.7,11.5
3237,23,43.8,24.0,5.5,13.8
3238,25,60.0,39.0,7.5,7.2
3239,24,33.3,57.0,11.0,8.6
3240,24,75.0,20.0,8.9,13.1
3242,24,66.7,15.0,5.5,14.6
3245,24,83.3,11.0,5.8,16.9
3247,24,85.7,15.0,9.0,12.3
3251,23,42.9,9.0,3.4,9.4
3252,26,66.7,30.0,11.3,7.7
3255,23,77.8,15.0,3.9,13.4
3257,26,71.4,19.0,8.4,10.9
3260,29,100.0,13.0,13.0,6.3
3261,26,50.0,44.0,12.5,7.0
3262,27,50.0,27.0,12.5,7.0
3268,23,75.0,22.0,9.0,7.3
3269,24,60.0,39.0,7.5,4.1
3273,24,42.9,13.0,5.3,6.9
3274,27,63.6,10.0,3.3,10.8
3281,27,100.0,16.0,13.5,4.7
3287,26,33.3,10.0,2.8,3.7
3289,23,100.0,16.0,16.0,2.6
3293,28,50.0,5.0,1.5,3.7
3296,29,60.0,39.0,7.5,1.5
3298,23,100.0,10.0,8.0,3.8
3302,25,100.0,23.0,23.0,3.3
3303,24,33.3,20.0,6.7,3.0
3305,25,16.7,20.0,3.3,3.0
3306,22,33.3,16.0,4.1,4.7
3308,21,33.3,15.0,5.0,2.5
3309,26,50.0,12.0,5.5,4.2
3311,24,33.3,19.0,6.3,3.4
3312,26,50.0,8.0,4.0,1.8
3314,25,100.0,6.0,5.5,3.1
3321,24,62.5,9.0,4.0,6.2
3329,24,100.0,6.0,6.0,1.6
3336,26,100.0,8.0,8.0,1.8
3340,24,100.0,9.0,9.0,1.9
3350,23,33.3,3.0,1.0,1.3
3356,30,33.3,3.0,1.0,1.3
3361,31,60.0,39.0,7.5,-1.5
3363,27,70.5,59.0,9.5,388.2
3365,26,67.0,70.0,9.2,375.1
3367,31,63.0,69.0,8.7,339.2
3368,22,53.0,90.0,9.3,304.0
3369,23,60.8,87.0,9.2,319.3
3371,23,57.8,61.0,7.9,331.1
3378,27,75.7,80.0,10.4,268.9
3383,27,65.2,80.0,9.8,273.7
3388,30,59.1,57.0,8.1,261.4
3390,28,60.6,35.0,7.8,252.7
3391,32,75.2,44.0,8.4,280.5
3392,22,65.1,71.0,8.8,253.6
3394,23,66.3,50.0,7.0,275.4
3397,30,75.5,61.0,7.1,243.1
3399,28,59.3,72.0,7.4,267.4
3401,24,61.0,80.0,9.8,225.1
3402,22,62.5,63.0,10.9,218.8
3404,27,70.2,61.0,8.8,243.2
3411,28,55.9,75.0,8.3,224.4
3412,25,59.8,66.0,5.4,198.7
3415,28,58.2,38.0,6.3,231.2
3416,23,67.5,78.0,7.9,230.7
3418,25,64.4,68.0,9.9,207.5
3419,26,51.5,87.0,8.4,211.4
3422,31,50.5,65.0,9.0,191.0
3423,21,55.4,68.0,8.2,212.7
3424,30,45.4,74.0,7.6,183.9
3427,22,50.0,68.0,8.1,210.6
3435,25,61.2,53.0,6.4,208.9
3455,26,54.4,61.0,7.7,197.8
3457,24,63.3,72.0,8.9,184.7
3458,26,59.1,48.0,7.4,197.4
3459,26,58.4,60.0,9.5,172.9
3460,24,54.3,88.0,8.3,170.2
3464,27,70.3,43.0,6.4,209.4
3468,29,64.9,39.0,7.0,185.7
3469,23,73.9,49.0,9.6,165.4
3470,23,68.3,63.0,9.7,183.4
3473,29,69.3,59.0,7.9,172.5
3475,25,63.1,47.0,7.9,173.9
3476,22,61.0,33.0,7.0,173.3
3478,24,55.7,72.0,9.5,150.9
3479,25,57.4,50.0,8.6,158.7
3482,26,55.9,42.0,9.0,154.0
3484,35,62.2,51.0,7.1,169.9
3487,25,72.1,50.0,10.1,147.5
3490,22,61.9,40.0,8.6,149.3
3492,23,75.3,38.0,8.1,161.5
3496,26,53.2,76.0,10.7,125.3
3501,32,50.0,49.0,7.0,136.8
3506,27,50.0,60.0,9.5,122.1
3507,36,63.0,50.0,9.2,131.0
3511,30,74.7,41.0,7.4,148.3
3513,22,47.8,47.0,8.2,112.9
3514,26,69.3,30.0,7.1,131.6
3516,24,58.2,43.0,8.7,112.0
3518,28,63.2,38.0,6.9,112.8
3520,32,67.2,53.0,7.8,121.0
3522,22,75.6,44.0,7.7,133.6
3523,21,49.2,52.0,7.5,106.3
3525,29,61.2,77.0,10.8,104.8
3527,32,53.2,36.0,8.8,107.3
3528,34,53.2,35.0,6.5,115.3
3530,24,57.4,39.0,8.3,103.5
3531,24,57.4,39.0,8.3,103.5
3533,34,44.1,70.0,8.3,102.1
3536,25,58.7,31.0,6.8,107.9
3537,23,58.8,37.0,6.9,118.2
3542,33,72.2,59.0,9.0,107.1
3543,29,69.2,34.0,7.6,112.7
3545,28,56.0,42.0,6.5,109.9
3547,22,52.0,49.0,9.9,93.4
3550,26,55.6,68.0,7.7,99.6
3552,29,59.7,41.0,6.8,110.3
3556,23,42.9,47.0,7.0,89.0
3558,26,75.6,35.0,6.3,91.7
3559,26,60.0,52.0,6.8,96.5
3562,29,54.2,34.0,6.6,98.9
3563,23,61.4,44.0,7.9,94.7
3564,26,67.3,52.0,8.0,91.5
3565,27,43.1,51.0,5.6,89.1
3570,23,61.2,31.0,9.3,87.4
3571,34,61.4,25.0,7.2,99.6
3572,23,53.2,40.0,5.1,106.3
3574,32,67.4,42.0,7.8,84.7
3579,29,50.0,54.0,7.0,89.4
3580,23,54.9,50.0,9.1,80.4
3582,31,50.0,51.0,5.7,86.5
3584,27,56.5,55.0,7.1,76.7
3589,24,64.3,41.0,7.4,76.2
3597,25,52.6,41.0,6.9,75.9
3598,28,51.2,62.0,8.0,65.7
3599,26,68.0,52.0,8.8,79.1
3601,26,37.0,48.0,6.5,63.1
3602,28,53.8,66.0,8.1,64.4
3604,28,71.1,31.0,8.2,74.8
3610,23,40.7,64.0,11.1,50.9
3612,25,54.8,35.0,6.4,61.8
3615,25,64.9,39.0,7.3,61.5
3620,24,70.5,41.0,8.3,67.3
3621,26,55.9,48.0,6.6,53.4
3626,21,58.3,42.0,6.7,48.1
3633,22,52.3,53.0,6.4,55.3
3634,23,47.8,48.0,6.8,53.5
3635,22,67.5,27.0,6.5,59.0
3636,24,71.0,29.0,8.5,54.4
3637,27,63.3,51.0,7.3,49.9
3641,25,61.5,71.0,14.2,38.4
3642,29,74.0,30.0,4.8,66.7
3643,24,46.9,30.0,6.0,43.9
3645,31,41.9,39.0,7.2,41.4
3647,22,46.2,35.0,5.8,46.2
3650,29,62.8,25.0,6.4,54.6
3651,28,66.7,26.0,9.1,50.0
3653,25,68.0,29.0,6.4,44.9
3654,23,54.3,18.0,2.7,46.3
3656,32,52.8,31.0,5.8,45.8
3657,27,61.5,25.0,5.8,43.2
3660,22,68.0,36.0,5.6,44.4
3662,25,46.2,67.0,9.9,37.8
3663,23,54.8,44.0,6.4,42.9
3667,25,48.0,68.0,7.3,36.2
3669,24,58.3,56.0,5.0,52.1
3678,25,66.7,30.0,8.0,35.3
3680,25,73.1,38.0,7.9,41.5
3688,29,68.8,34.0,6.5,42.7
3691,25,47.8,39.0,6.3,31.4
3692,30,45.5,24.0,3.3,29.5
3695,24,64.0,41.0,8.1,36.3
3697,28,55.6,54.0,11.0,29.8
3698,27,52.4,38.0,6.4,30.5
3704,22,36.7,44.0,4.4,30.2
3705,24,58.3,23.0,5.4,40.4
3706,24,72.7,21.0,5.9,42.8
3713,23,55.6,29.0,7.3,26.9
3716,27,51.5,43.0,5.0,33.5
3719,23,32.1,22.0,4.1,24.5
3723,24,53.8,25.0,8.8,22.4
3725,25,35.0,28.0,4.4,21.8
3726,23,40.0,80.0,18.0,17.0
3728,24,61.9,24.0,6.7,27.1
3729,24,68.4,44.0,8.1,27.0
3732,28,70.0,20.0,8.1,21.1
3742,26,69.2,35.0,9.8,21.7
3743,29,57.1,40.0,9.9,16.9
3744,23,43.8,26.0,4.0,26.9
3746,24,100.0,9.0,5.0,14.5
3750,32,62.5,20.0,5.0,26.9
3751,23,66.7,16.0,5.6,25.7
3752,23,54.5,15.0,5.4,18.0
3753,23,68.8,22.0,7.5,23.0
3756,28,66.7,55.0,19.7,13.9
3757,25,56.3,32.0,6.9,20.1
3758,24,46.7,22.0,3.7,25.2
3759,24,83.3,11.0,5.8,16.2
3762,29,26.3,16.0,2.8,16.4
3763,25,81.8,30.0,10.8,18.9
3772,26,31.3,37.0,3.2,20.2
3774,34,59.1,14.0,4.6,23.2
3775,23,75.0,8.0,2.0,16.3
3781,25,33.3,18.0,3.1,11.8
3785,24,16.7,46.0,6.6,9.9
3786,23,50.0,7.0,2.0,9.6
3787,25,46.2,43.0,6.2,14.0
3789,26,66.7,45.0,27.0,10.1
3792,23,59.1,14.0,4.0,19.8
3801,25,44.4,48.0,8.4,9.6
3807,31,38.5,16.0,4.1,10.3
3811,27,50.0,19.0,3.9,12.4
3816,28,41.7,15.0,3.3,9.0
3817,26,12.5,42.0,5.3,5.1
3818,23,100.0,40.0,40.0,5.0
3819,27,60.0,20.0,8.2,7.1
3820,24,60.0,21.0,8.6,7.3
3829,24,100.0,18.0,12.5,4.5
3832,23,100.0,15.0,15.0,2.5
3834,26,50.0,22.0,11.0,3.2
3836,23,66.7,16.0,7.0,4.1
3837,25,100.0,14.0,12.0,4.4
3838,26,100.0,18.0,6.0,6.4
3842,23,100.0,16.0,16.0,2.6
3849,30,100.0,11.0,11.0,2.5
3850,24,100.0,10.0,9.0,3.8
3853,22,50.0,11.0,5.5,2.1
3854,23,50.0,9.0,4.5,1.9
3856,27,100.0,5.0,5.0,1.5
3859,26,60.0,39.0,7.5,0.6
3860,23,50.0,7.0,2.8,3.1
3871,27,100.0,8.0,8.0,1.8
3873,23,60.0,39.0,7.5,0.8
3874,23,100.0,8.0,8.0,2.3
3876,22,75.0,12.0,3.5,4.4
3877,28,33.3,4.0,1.3,1.4
3891,29,60.0,39.0,7.5,-0.1
3895,22,33.3,6.0,2.0,-0.4
3903,26,71.3,63.0,9.4,386.9
3907,29,64.9,80.0,10.1,327.9
3908,27,60.3,86.0,8.8,340.9
3909,26,64.7,68.0,9.7,316.0
3914,22,70.0,80.0,10.0,295.0
3916,24,71.7,70.0,10.1,293.4
3917,27,71.6,48.0,10.0,301.8
3918,25,63.8,79.0,9.8,297.4
3919,26,59.4,72.0,9.2,276.8
3925,21,55.7,56.0,8.6,245.1
3926,24,58.6,74.0,7.8,261.6
3927,25,62.6,73.0,10.3,258.5
3937,26,68.8,73.0,9.2,259.1
3940,29,55.5,67.0,8.4,226.7
3941,22,59.8,76.0,9.5,231.0
3942,28,58.9,81.0,12.3,209.6
3943,23,50.3,51.0,7.0,225.8
3948,28,58.3,50.0,7.5,212.8
3951,25,53.3,53.0,8.3,191.7
3952,35,59.0,80.0,7.9,219.5
3954,34,63.8,76.0,8.2,219.6
3955,28,68.7,69.0,7.3,228.6
3956,28,62.2,56.0,8.0,210.6
3957,26,59.0,81.0,8.9,205.3
3958,22,65.0,44.0,8.5,202.2
3962,21,50.8,84.0,7.7,198.0
3963,33,64.0,39.0,7.4,212.1
3967,27,64.3,74.0,8.4,200.2
3970,25,57.1,76.0,8.1,179.3
3993,33,56.5,59.0,9.3,173.6
3996,28,68.1,47.0,8.5,181.2
3997,31,59.0,57.0,9.0,177.2
3998,25,47.5,63.0,8.5,165.3
3999,30,57.5,47.0,6.8,179.1
4004,23,55.9,49.0,7.4,182.8
4005,22,75.9,69.0,11.2,173.9
4006,25,61.3,48.0,7.7,167.9
4007,31,49.3,50.0,7.1,180.2
4008,31,64.1,38.0,8.1,169.2
4009,25,56.1,51.0,9.4,147.1
4013,33,58.2,35.0,6.4,190.6
4015,23,54.2,94.0,11.4,130.1
4016,23,52.6,63.0,7.0,154.7
4019,26,67.3,49.0,8.4,167.3
4020,30,65.2,42.0,5.9,173.6
4021,22,62.5,37.0,6.7,164.9
4022,24,47.1,75.0,6.8,147.0
4023,22,63.6,35.0,6.5,175.3
4024,22,75.0,25.0,6.8,181.4
4025,28,56.3,65.0,7.4,158.9
4027,26,57.1,63.0,8.9,142.2
4028,27,63.0,51.0,6.5,162.2
4029,28,64.8,70.0,7.2,161.2
4030,26,47.5,77.0,7.0,140.3
4039,31,61.2,80.0,7.6,151.4
4040,36,55.2,80.0,6.7,151.9
4043,21,76.8,50.0,8.0,139.3
4052,26,65.4,45.0,6.2,129.5
4056,23,61.6,47.0,7.5,131.3
4057,25,67.7,87.0,9.5,119.9
4059,31,55.6,80.0,9.0,116.7
4061,32,64.4,46.0,8.5,114.0
4062,30,63.2,37.0,7.9,135.4
4064,27,57.9,50.0,6.1,128.7
4067,30,68.9,41.0,7.5,120.6
4068,30,64.4,31.0,7.8,115.8
4069,23,50.0,70.0,8.6,105.1
4071,21,59.3,54.0,6.8,116.8
4073,23,41.8,75.0,7.4,95.8
4078,32,61.5,47.0,7.4,114.0
4079,24,70.5,28.0,5.5,95.6
4080,26,55.9,29.0,6.0,102.5
4081,27,48.2,53.0,5.1,118.0
4084,21,65.3,79.0,9.1,96.1
4085,22,57.6,45.0,6.8,100.6
4086,27,67.2,31.0,7.0,103.6
4089,25,75.5,45.0,8.6,99.0
4091,28,70.0,32.0,8.7,96.5
4092,24,55.1,60.0,7.8,99.9
4097,25,52.5,56.0,8.1,91.4
4098,23,49.3,28.0,5.7,93.1
4100,28,61.9,35.0,7.5,98.4
4104,33,76.6,39.0,7.3,107.4
4105,24,65.2,38.0,9.5,86.8
4109,26,50.7,33.0,5.5,93.5
4110,25,64.1,51.0,9.6,80.5
4111,23,58.3,47.0,8.2,76.1
4112,23,58.3,47.0,8.2,76.1
4114,26,49.3,61.0,6.2,91.4
4120,27,64.3,42.0,7.5,87.8
4121,25,39.1,43.0,6.8,68.5
4126,27,55.4,54.0,6.8,81.0
4129,23,53.6,37.0,6.1,86.1
4138,25,75.0,24.0,8.3,68.7
4145,31,54.8,41.0,5.7,75.4
4147,25,63.3,44.0,6.8,72.0
4149,24,60.0,55.0,8.0,61.0
4150,28,56.1,61.0,8.2,62.7
4159,27,56.9,40.0,5.8,64.5
4160,24,68.8,26.0,7.2,56.9
4164,33,40.0,80.0,8.4,49.4
4167,31,53.8,29.0,7.6,47.8
4170,22,65.9,32.0,6.2,62.1
4171,26,68.6,59.0,9.0,57.3
4175,28,73.3,48.0,13.0,42.7
4179,30,55.9,38.0,7.5,50.4
4182,23,51.1,32.0,6.4,54.3
4189,23,50.0,20.0,5.2,33.0
4190,26,43.8,50.0,5.5,47.7
4191,29,64.3,21.0,4.8,53.0
4192,23,77.4,22.0,8.2,49.5
4193,29,53.8,27.0,7.3,40.0
4196,26,73.9,24.0,9.3,42.9
4199,22,57.1,48.0,9.3,42.0
4200,24,45.2,52.0,6.8,39.2
4201,26,34.8,51.0,7.3,32.7
4202,27,65.4,50.0,7.4,42.4
4208,24,76.0,28.0,9.0,41.6
4211,25,55.0,47.0,8.0,33.3
4214,24,100.0,36.0,13.0,28.1
4215,29,90.9,40.0,9.3,32.2
4216,24,65.0,29.0,7.6,34.1
4222,24,61.5,44.0,10.5,27.7
4224,27,42.1,80.0,7.5,28.2
4225,22,53.1,17.0,4.4,37.0
4233,26,70.6,27.0,6.9,29.8
4236,30,50.0,31.0,7.3,25.7
4239,30,57.7,27.0,6.8,30.6
4242,23,77.8,19.0,11.3,23.2
4244,25,70.6,28.0,9.3,27.8
4245,29,52.6,13.0,3.7,26.0
4246,26,40.0,62.0,9.2,19.9
4249,25,37.5,67.0,10.9,17.7
4251,23,44.4,44.0,5.4,22.5
4259,26,69.2,17.0,6.5,23.4
4260,25,45.5,43.0,7.5,19.2
4267,25,57.1,20.0,5.6,23.8
4274,22,50.0,16.0,4.8,17.8
4276,35,66.7,19.0,7.7,21.6
4280,23,31.3,30.0,5.7,17.1
4284,26,54.5,17.0,4.9,22.8
4285,30,35.0,25.0,5.7,18.4
4289,23,62.5,20.0,6.5,16.2
4293,26,44.4,28.0,4.3,21.6
4294,25,90.0,31.0,10.2,19.2
4295,27,87.5,18.0,5.3,17.2
4302,25,60.0,27.0,6.2,18.1
4308,27,58.3,56.0,9.7,15.3
4310,24,50.0,32.0,6.5,13.8
4312,26,60.0,26.0,7.0,17.4
4314,23,57.1,18.0,4.5,19.4
4315,25,46.7,17.0,5.9,13.8
4317,24,46.7,21.0,4.5,13.8
4318,30,57.1,15.0,4.8,14.7
4319,25,50.0,21.0,5.8,12.9
4321,28,50.0,17.0,4.1,14.5
4327,23,70.0,15.0,2.3,13.3
4335,24,50.0,23.0,7.9,10.3
4336,27,54.5,17.0,5.2,11.5
4338,27,33.3,17.0,3.8,8.5
4339,29,33.3,15.0,3.1,9.7
4342,26,54.5,14.0,4.9,11.4
4343,24,11.1,42.0,4.7,6.0
4344,24,36.4,22.0,4.1,8.5
4346,25,100.0,15.0,9.2,9.6
4348,27,55.6,15.0,5.6,10.0
4350,27,60.0,39.0,7.5,5.2
4352,23,60.0,16.0,7.6,6.8
4355,25,66.7,11.0,4.4,9.8
4358,24,37.5,35.0,5.5,7.4
4359,23,85.7,24.0,7.9,9.5
