,Age,Rushing_Fumbles,Rushing_Lng,Rushing_Y/A_y,Receiving_Ctch%,Receiving_Lng,Receiving_Y/Tgt,Fantasy_PPR
4637,24,2.0,28.0,3.6,50.0,13.0,2.8,68.2
4643,23,2.0,33.0,3.4,53.8,30.0,4.5,69.2
4644,22,2.0,65.0,4.2,61.5,35.0,6.5,61.8
4653,24,2.0,34.0,4.9,63.6,23.0,6.2,58.4
4657,32,1.0,16.0,2.7,72.7,9.0,1.8,57.7
4659,29,2.0,40.0,3.1,50.0,17.0,6.0,52.5
4667,26,1.0,41.0,7.9,68.4,13.0,4.6,60.1
4668,31,1.0,37.0,4.1,28.6,8.0,1.9,49.1
4670,27,2.0,27.0,3.4,61.9,16.0,4.6,57.3
4685,23,2.0,56.0,5.6,60.0,18.0,5.9,44.0
4687,22,2.0,19.0,4.0,85.7,19.0,8.5,49.7
4689,22,2.0,24.0,4.9,90.9,20.0,3.9,47.9
4691,29,2.0,24.0,3.9,78.4,19.0,4.8,65.1
4692,22,2.0,20.0,4.0,88.9,16.0,6.3,42.8
4693,27,2.0,27.0,4.5,87.5,14.0,5.3,41.8
4695,22,2.0,19.0,3.0,80.0,13.0,6.1,42.5
4697,24,1.0,11.0,2.8,58.3,35.0,4.3,56.4
4698,26,2.0,19.0,3.4,44.4,62.0,7.9,39.2
4699,26,1.0,39.0,3.8,62.5,8.0,1.6,38.9
4703,24,2.0,38.0,8.9,80.0,34.0,12.2,37.9
4704,23,2.0,14.0,3.1,77.8,19.0,6.7,47.6
4714,24,1.0,15.0,3.4,66.7,19.0,5.0,38.4
4717,32,2.0,13.0,3.5,100.0,15.0,7.5,35.7
4718,24,2.0,25.0,4.1,75.0,20.0,5.6,28.4
4719,28,2.0,50.0,29.0,66.7,6.0,3.3,29.5
4721,24,2.0,30.0,4.0,72.7,23.0,5.8,34.1
4722,26,1.0,4.0,1.9,69.4,43.0,6.8,50.6
4727,28,2.0,16.0,3.8,87.5,34.0,9.9,31.5
4729,30,2.0,37.0,3.9,80.0,24.0,7.2,27.8
4730,25,2.0,16.0,3.7,57.9,23.0,5.4,34.5
4732,23,2.0,20.0,3.9,72.2,31.0,6.3,36.3
4734,23,2.0,29.0,3.7,66.7,14.0,3.8,30.9
4735,26,1.0,14.0,3.8,69.2,15.0,4.8,31.7
4738,26,1.0,16.0,3.8,100.0,16.0,6.3,29.4
4739,26,2.0,9.0,2.0,100.0,19.0,10.0,23.6
4743,26,2.0,4.0,1.0,85.7,20.0,6.1,37.5
4746,25,1.0,2.0,1.5,75.0,26.0,6.5,37.8
4748,29,2.0,20.0,3.7,55.6,5.0,1.7,23.5
4749,23,1.0,45.0,5.0,100.0,17.0,8.4,25.9
4750,24,1.0,12.0,3.5,100.0,31.0,12.7,24.9
4751,22,2.0,15.0,3.2,88.9,29.0,7.9,26.6
4753,24,2.0,51.0,5.6,80.0,10.0,6.0,21.7
4754,27,3.0,9.0,3.0,72.7,50.0,8.8,25.5
4757,22,2.0,18.0,3.3,33.3,6.0,1.3,19.4
4758,27,2.0,12.0,3.0,82.4,8.0,3.2,29.9
4760,31,1.0,12.0,3.8,68.4,20.0,4.3,28.9
4763,26,2.0,21.0,3.0,76.9,10.0,5.2,26.2
4770,23,2.0,8.0,3.6,68.8,21.0,4.3,24.1
4771,23,1.0,4.0,1.5,100.0,12.0,7.8,20.5
4775,32,1.0,6.0,2.1,55.0,12.0,2.4,24.0
4779,25,2.0,20.0,3.9,50.0,17.0,6.1,17.1
4785,24,2.0,11.0,3.0,73.3,14.0,5.2,22.9
4789,28,1.0,10.0,5.2,93.8,14.0,5.1,26.3
4792,22,2.0,7.0,2.8,50.0,8.0,3.3,15.1
4793,25,1.0,9.0,1.3,75.0,17.0,8.3,13.5
4797,24,2.0,20.0,3.9,72.7,9.0,3.7,18.1
4803,24,2.0,22.0,6.6,100.0,57.0,57.0,10.0
4811,26,2.0,26.0,8.7,66.7,10.0,6.3,10.0
4813,24,2.0,21.0,4.9,66.7,12.0,5.3,9.5
4815,23,2.0,13.0,4.4,75.0,20.0,5.6,7.9
4825,24,2.0,20.0,3.9,100.0,3.0,2.5,8.5
4827,24,2.0,9.0,2.7,70.0,18.0,4.6,14.0
4831,24,2.0,4.0,2.0,63.6,25.0,5.7,13.9
4833,24,2.0,2.0,1.0,100.0,5.0,3.0,8.8
4837,23,2.0,12.0,4.8,50.0,-5.0,-2.5,6.8
4840,25,2.0,9.0,2.0,100.0,11.0,4.0,8.5
4841,27,2.0,20.0,3.9,66.7,30.0,9.5,9.7
4842,25,2.0,19.0,4.6,66.7,52.0,18.3,7.8
4847,24,2.0,20.0,3.9,80.0,12.0,4.9,12.9
4851,24,2.0,10.0,2.6,100.0,12.0,11.5,6.6
4852,27,2.0,14.0,4.3,50.0,-1.0,-0.5,6.0
4853,27,2.0,20.0,3.9,78.6,20.0,3.4,15.7
4858,22,2.0,11.0,5.4,75.0,20.0,5.6,3.8
4862,23,2.0,14.0,14.0,100.0,10.0,7.0,6.5
4863,27,2.0,20.0,3.9,75.0,11.0,4.6,9.7
4864,25,2.0,9.0,3.2,100.0,7.0,4.0,6.3
4866,32,2.0,4.0,1.0,45.5,19.0,3.1,8.6
4870,27,2.0,1.0,1.0,66.7,11.0,2.7,14.1
4875,26,2.0,20.0,3.9,54.5,12.0,2.8,9.1
4881,24,2.0,20.0,3.9,100.0,15.0,14.5,4.9
4884,29,2.0,7.0,2.9,50.0,7.0,-1.8,4.5
4885,27,2.0,20.0,3.9,100.0,22.0,5.3,9.2
4887,29,1.0,8.0,1.2,80.0,7.0,2.8,6.6
4889,30,2.0,20.0,3.9,66.7,21.0,9.0,4.7
4891,26,2.0,5.0,3.2,66.7,7.0,3.7,5.0
4899,23,2.0,6.0,3.5,75.0,20.0,5.6,2.1
4900,23,2.0,4.0,2.0,33.3,12.0,4.0,3.0
4905,27,2.0,5.0,2.1,75.0,20.0,5.6,1.7
4906,29,2.0,9.0,3.5,100.0,8.0,5.0,4.4
4908,25,2.0,20.0,3.9,100.0,11.0,11.0,2.1
4909,24,1.0,2.0,1.2,66.7,5.0,2.3,3.4
4914,25,2.0,20.0,3.9,50.0,5.0,2.5,1.5
4915,23,2.0,5.0,4.5,75.0,20.0,5.6,0.9
4916,23,2.0,20.0,3.9,33.3,8.0,2.7,1.8
4922,27,2.0,5.0,1.3,75.0,20.0,5.6,0.5
4926,22,2.0,5.0,3.3,75.0,20.0,5.6,1.0
4929,22,2.0,4.0,4.0,100.0,2.0,2.0,1.6
4930,22,2.0,5.0,3.0,75.0,20.0,5.6,0.9
4934,26,2.0,3.0,0.5,75.0,20.0,5.6,0.2
4941,26,2.0,20.0,3.9,100.0,3.0,3.0,1.3
4943,27,2.0,1.0,1.0,100.0,-5.0,-5.0,0.6
4944,31,1.0,1.0,1.0,75.0,20.0,5.6,0.1
4948,29,2.0,20.0,3.9,50.0,4.0,2.0,-0.6
4952,27,4.0,82.0,6.0,78.4,20.0,4.3,347.4
4953,23,1.0,70.0,4.6,70.0,64.0,6.7,311.6
4954,26,3.0,46.0,4.1,69.0,23.0,3.7,302.1
4955,26,5.0,77.0,5.0,76.7,27.0,6.5,269.6
4956,24,4.0,39.0,4.8,68.8,20.0,4.8,252.0
4957,25,1.0,46.0,4.4,73.5,43.0,5.8,283.1
4960,25,3.0,62.0,6.0,75.4,66.0,8.1,255.3
4965,26,5.0,91.0,5.3,71.4,22.0,4.8,239.5
4966,22,3.0,32.0,3.6,72.9,27.0,5.2,254.7
4967,29,2.0,37.0,4.7,77.8,26.0,6.5,230.8
4969,23,4.0,41.0,4.4,42.9,20.0,3.6,205.4
4977,27,2.0,46.0,4.4,74.6,47.0,5.8,221.4
4979,27,5.0,94.0,4.5,73.5,22.0,4.7,211.5
4982,27,4.0,65.0,4.3,67.3,25.0,5.6,206.8
4986,27,4.0,36.0,3.9,63.3,30.0,5.0,186.4
4990,29,2.0,46.0,4.1,71.7,22.0,6.1,200.6
4995,30,3.0,43.0,3.6,63.3,60.0,4.3,175.8
4996,26,3.0,37.0,4.6,74.2,59.0,7.9,179.0
4999,27,3.0,48.0,3.9,73.3,13.0,3.5,173.8
5000,22,3.0,16.0,3.7,69.4,15.0,4.4,183.2
5001,24,4.0,34.0,4.2,80.6,36.0,5.6,199.3
5007,29,2.0,47.0,5.1,72.1,44.0,6.4,216.1
5015,29,2.0,65.0,4.3,65.0,53.0,9.4,143.4
5028,27,1.0,19.0,4.0,72.7,25.0,8.1,156.7
5051,22,3.0,26.0,3.9,63.0,19.0,5.6,131.6
5053,31,5.0,31.0,4.4,78.8,31.0,6.7,139.2
5056,25,2.0,64.0,3.3,66.7,20.0,4.1,152.5
5057,24,3.0,48.0,4.1,83.3,22.0,6.0,146.4
5064,26,2.0,67.0,5.0,76.5,50.0,7.1,155.9
5068,25,2.0,31.0,3.8,69.6,24.0,4.5,136.9
5070,26,2.0,31.0,5.3,70.6,17.0,5.1,109.1
5075,28,2.0,48.0,4.5,73.6,36.0,6.7,133.7
5079,23,2.0,31.0,3.9,60.0,16.0,2.9,99.1
5081,25,2.0,22.0,3.6,69.4,39.0,7.3,117.4
5084,25,1.0,20.0,3.8,80.8,26.0,6.4,112.2
5086,22,2.0,43.0,3.9,89.8,32.0,6.8,141.4
5088,27,2.0,13.0,3.4,69.2,26.0,6.9,114.1
5097,27,2.0,17.0,4.6,71.2,56.0,6.8,134.7
5098,24,2.0,18.0,4.0,47.2,16.0,3.9,98.7
5099,23,2.0,34.0,4.0,72.0,15.0,4.2,98.9
5101,31,5.0,15.0,3.8,81.0,34.0,5.2,115.4
5102,21,4.0,65.0,4.9,68.4,11.0,2.9,93.0
5108,28,1.0,20.0,3.6,81.8,18.0,7.5,86.4
5114,21,1.0,52.0,5.0,44.4,15.0,3.8,77.2
5119,28,3.0,28.0,3.7,82.6,55.0,10.6,90.4
5120,25,2.0,52.0,3.2,56.7,24.0,3.5,87.2
5126,25,3.0,20.0,3.6,68.2,32.0,7.1,83.1
5128,29,2.0,52.0,3.3,100.0,18.0,7.2,80.9
5135,21,2.0,78.0,4.9,63.6,11.0,4.3,70.9
5138,27,2.0,59.0,4.8,77.8,13.0,4.8,76.0
5139,22,3.0,53.0,4.8,66.7,26.0,4.5,85.8
5140,23,1.0,16.0,4.0,61.5,83.0,11.5,70.0
5143,25,2.0,21.0,3.6,73.9,30.0,6.8,78.3
5144,25,2.0,19.0,3.9,69.2,39.0,7.2,68.0
5145,31,2.0,21.0,4.8,83.1,25.0,6.3,108.1
5146,24,1.0,41.0,3.4,60.0,19.0,4.2,76.9
5157,23,2.0,19.0,5.8,67.5,31.0,5.9,106.2
5158,23,2.0,26.0,4.4,82.6,20.0,7.9,72.5
5159,24,1.0,31.0,2.7,100.0,24.0,24.0,54.8
5160,24,1.0,26.0,5.2,75.0,12.0,5.0,62.1
5161,27,3.0,21.0,2.8,73.1,26.0,5.0,72.3
5163,28,2.0,6.0,6.0,75.6,30.0,7.3,85.6
5168,25,2.0,25.0,3.9,80.0,23.0,5.3,73.1
5170,25,2.0,43.0,6.3,100.0,64.0,12.2,63.6
5173,27,2.0,81.0,5.9,60.0,18.0,7.6,50.2
5177,26,2.0,20.0,3.9,71.8,30.0,6.7,72.3
5184,21,2.0,31.0,3.9,83.3,29.0,5.2,53.2
5187,24,1.0,25.0,4.3,100.0,11.0,4.5,53.8
5189,30,1.0,11.0,3.5,93.3,18.0,6.5,54.5
5190,22,2.0,27.0,4.9,100.0,11.0,5.5,42.5
5192,28,2.0,32.0,5.0,80.0,53.0,11.3,48.2
5193,26,2.0,48.0,7.2,100.0,16.0,9.4,49.3
5197,26,2.0,18.0,3.6,71.4,15.0,4.4,49.1
5203,21,2.0,28.0,4.9,75.0,12.0,5.6,41.5
5204,25,2.0,25.0,4.2,40.0,9.0,3.2,36.7
5205,24,2.0,56.0,5.4,66.7,13.0,5.0,37.2
5206,24,2.0,17.0,3.6,76.0,25.0,5.3,53.9
5207,26,1.0,22.0,3.6,66.7,9.0,5.2,38.6
5208,25,2.0,22.0,3.4,74.1,21.0,5.7,54.4
5214,26,2.0,19.0,3.6,62.5,13.0,4.9,43.3
5216,27,1.0,22.0,3.8,58.3,17.0,5.1,38.9
5218,25,1.0,20.0,3.8,50.0,13.0,6.5,32.5
5221,25,2.0,12.0,3.8,65.2,25.0,4.7,46.7
5227,29,1.0,11.0,3.5,88.6,16.0,5.8,61.6
5228,29,2.0,29.0,4.1,86.7,20.0,8.4,42.5
5231,24,2.0,21.0,4.6,100.0,11.0,8.5,31.4
5234,25,2.0,16.0,4.3,88.9,28.0,12.1,36.9
5235,25,3.0,20.0,3.6,90.0,15.0,6.2,37.4
5238,26,2.0,35.0,3.7,50.0,2.0,1.0,28.3
5239,30,1.0,18.0,4.1,50.0,34.0,17.0,27.6
5240,30,2.0,9.0,2.7,83.3,32.0,8.2,42.1
5241,25,3.0,4.0,1.0,91.7,24.0,6.6,38.2
5242,28,2.0,22.0,4.1,44.4,5.0,1.0,30.2
5246,24,4.0,19.0,3.9,63.6,14.0,2.7,40.2
5249,28,1.0,11.0,2.1,50.0,9.0,3.5,29.8
5253,31,2.0,6.0,3.6,87.5,18.0,6.0,44.5
5254,24,3.0,61.0,6.0,50.0,18.0,9.0,24.7
5263,23,2.0,13.0,1.6,100.0,8.0,8.0,22.8
5266,27,2.0,18.0,4.8,100.0,7.0,7.0,21.8
5269,30,2.0,14.0,3.6,50.0,9.0,3.9,25.4
5270,23,2.0,46.0,4.6,66.7,15.0,5.3,22.0
5271,25,2.0,9.0,3.7,75.0,20.0,5.6,19.8
5273,23,2.0,5.0,3.5,57.7,26.0,5.3,35.4
5275,26,1.0,9.0,3.8,75.0,38.0,5.8,43.7
5276,27,2.0,28.0,3.6,77.8,26.0,6.7,27.3
5277,27,1.0,13.0,2.9,80.0,12.0,5.1,31.2
5285,26,2.0,20.0,3.9,87.5,12.0,4.4,31.0
5286,28,2.0,11.0,3.2,73.3,16.0,4.5,28.3
5287,22,2.0,25.0,2.8,70.0,12.0,4.4,23.8
5288,23,2.0,14.0,4.0,100.0,26.0,7.8,24.3
5292,23,1.0,26.0,4.6,60.0,15.0,5.8,18.4
5293,22,2.0,17.0,5.3,100.0,28.0,12.0,17.3
5295,27,2.0,17.0,4.6,70.0,23.0,5.0,29.1
5297,25,2.0,10.0,2.0,80.0,15.0,6.2,18.0
5299,26,2.0,20.0,3.9,63.2,16.0,4.4,26.3
5300,30,1.0,6.0,1.5,75.0,32.0,9.6,19.7
5303,24,2.0,20.0,3.8,50.0,7.0,3.0,15.3
5306,25,2.0,8.0,3.7,58.3,9.0,3.6,19.5
5307,24,2.0,5.0,4.0,73.3,8.0,3.3,24.0
5321,26,1.0,8.0,8.0,50.0,15.0,7.5,13.3
5322,25,2.0,14.0,4.4,75.0,21.0,10.3,14.5
5323,29,2.0,13.0,3.7,86.7,17.0,6.9,24.5
5325,22,1.0,18.0,3.6,50.0,14.0,2.8,16.8
5333,25,2.0,9.0,3.6,92.3,26.0,6.5,22.2
5337,24,2.0,9.0,2.4,80.0,15.0,8.2,14.2
5339,24,1.0,-8.0,-8.0,60.0,24.0,7.8,17.9
5345,26,2.0,14.0,4.0,75.0,20.0,5.6,9.2
5354,26,1.0,18.0,2.6,100.0,11.0,6.5,8.9
5356,24,2.0,20.0,3.9,77.8,29.0,7.2,13.5
5359,27,2.0,25.0,6.8,50.0,14.0,5.0,9.4
5360,31,2.0,4.0,1.6,78.6,10.0,4.6,18.2
5361,28,2.0,17.0,3.0,80.0,12.0,2.9,15.1
5365,23,2.0,15.0,6.3,66.7,12.0,6.0,8.2
5369,28,2.0,9.0,3.7,44.4,9.0,2.6,9.6
5370,26,2.0,20.0,3.9,33.3,1.0,0.3,7.1
5377,24,2.0,1.0,1.0,100.0,21.0,6.4,11.7
5378,26,2.0,3.0,1.3,62.5,17.0,5.0,9.5
5382,23,2.0,19.0,5.4,75.0,9.0,4.0,8.0
5391,22,2.0,7.0,3.6,33.3,19.0,6.3,4.7
5392,26,2.0,20.0,3.9,75.0,17.0,8.8,6.5
5395,28,2.0,29.0,4.4,75.0,20.0,5.6,3.5
5396,24,2.0,20.0,3.9,62.5,19.0,4.9,8.9
5399,23,1.0,5.0,5.0,62.5,17.0,5.5,7.9
5403,24,1.0,7.0,3.5,100.0,7.0,5.5,5.2
5408,25,2.0,9.0,7.0,60.0,6.0,2.4,5.6
5411,24,2.0,9.0,4.3,75.0,20.0,5.6,3.4
5420,22,2.0,20.0,3.9,50.0,21.0,10.5,3.1
5421,28,1.0,22.0,4.7,75.0,20.0,5.6,2.2
5422,26,2.0,8.0,3.8,75.0,20.0,5.6,1.9
5428,25,2.0,20.0,3.9,66.7,13.0,7.0,4.1
5431,25,2.0,5.0,3.0,100.0,2.0,2.0,2.1
5433,24,2.0,20.0,3.9,50.0,6.0,3.0,1.6
5440,23,2.0,5.0,3.0,100.0,4.0,3.5,3.3
5441,26,2.0,20.0,3.9,100.0,11.0,11.0,2.1
5442,23,2.0,6.0,1.3,75.0,20.0,5.6,0.5
5444,23,2.0,5.0,5.0,100.0,3.0,3.0,1.8
5445,30,2.0,3.0,1.4,75.0,20.0,5.6,0.7
5446,25,2.0,20.0,3.9,100.0,8.0,8.0,1.8
5447,31,6.0,13.0,5.7,85.7,10.0,4.0,6.5
5448,28,2.0,20.0,3.9,100.0,7.0,7.0,1.7
5449,33,2.0,20.0,3.9,50.0,9.0,4.5,1.9
5452,31,2.0,20.0,3.9,14.3,8.0,1.1,1.8
5457,24,2.0,5.0,1.5,75.0,20.0,5.6,0.9
5461,26,2.0,20.0,3.9,100.0,5.0,5.0,1.5
5464,22,2.0,6.0,2.7,100.0,20.0,5.6,1.8
5466,26,2.0,2.0,1.5,100.0,5.0,4.5,3.2
5470,27,2.0,20.0,3.9,100.0,11.0,7.3,43.349999999999994
5475,27,2.0,2.0,0.5,75.0,20.0,5.6,0.1
5477,26,2.0,3.0,3.9,75.0,20.0,5.6,43.349999999999994
