#,Pick,Name,Pos,Team,Overall,StdDev,High,Low,TimesDrafted
45,4.08,Michael Crabtree,WR,LV,43.7,4.7,2.11,5.09,234
46,4.09,Davante Adams,WR,GB,44.9,4.8,3.02,5.12,234
47,4.1,Tyreek Hill,WR,KC,45.5,5.5,2.11,5.11,248
48,4.12,Golden Tate,WR,DET,47.8,5.5,3.08,6.03,238
49,4.12,Larry Fitzgerald,WR,ARI,48.4,5.1,3.06,5.12,215
50,5.01,Bilal Powell,RB,NYJ,48.6,6.4,2.1,6.07,231
51,5.01,Doug Martin,RB,TB,49,6.3,2.08,6.09,220
52,5.03,CJ Anderson,RB,DEN,51.4,6.1,3.04,6.06,241
53,5.03,Greg Olsen,TE,CAR,51.5,5.6,3.07,6.09,198
54,5.04,DeVante Parker,WR,MIA,51.9,4.9,3.08,6.05,300
55,5.05,Ameer Abdullah,RB,DET,53,6.3,3.06,6.1,246
56,5.06,Jordan Reed,TE,WAS,54.1,5.8,3.04,6.09,180
57,5.07,Stefon Diggs,WR,MIN,54.8,5.9,3.02,7.04,237
58,5.08,Matt Ryan,QB,ATL,56.4,7.8,3.02,7.05,110
59,5.09,Allen Robinson,WR,JAX,57,6.4,4.01,6.12,229
60,5.1,Jimmy Graham,TE,SEA,57.6,5.1,4.07,6.12,168
61,5.1,Mark Ingram,RB,NO,57.6,5.9,4.06,7.07,210
62,6.01,Jamison Crowder,WR,WAS,61.2,5.3,4.03,7.07,244
63,6.02,Danny Woodhead,RB,BAL,61.7,6.1,4.06,7.03,231
64,6.04,Jarvis Landry,WR,MIA,64,6.7,4.06,8.02,234
65,6.04,Russell Wilson,QB,SEA,64.3,7.5,4.06,8.02,111
66,6.05,Brandon Marshall,WR,NYG,65.2,5.9,4.12,7.07,197
67,6.05,Mike Gillislee,RB,NE,65.3,7.2,3.11,8.07,172
68,6.06,Pierre Garcon,WR,SF,66.4,6.1,5.01,8.06,288
69,6.07,Rob Kelley,RB,WAS,67,7.1,4.1,8.12,239
70,6.1,Adrian Peterson,RB,ARI,69.9,7.4,4.06,8.08,187
71,6.1,Sammy Watkins,WR,LAR,70,7.1,4.08,8.1,234
72,6.1,Tyler Eifert,TE,CIN,70.4,7.6,4.07,9.03,144
73,7.01,Zach Ertz,TE,PHI,72.8,7.8,4.07,8.11,148
74,7.01,Tevin Coleman,RB,ATL,73.2,7.6,5.03,8.12,202
75,7.02,Emmanuel Sanders,WR,DEN,73.9,6.7,5.09,9.01,254
76,7.02,Derek Carr,QB,LV,74.2,7.9,5.05,8.09,128
77,7.03,Darren McFadden,RB,DAL,75.3,7.7,5.03,8.09,100
78,7.05,Chris Hogan,WR,NE,76.5,7.6,5.07,8.12,238
79,7.05,Marcus Mariota,QB,TEN,76.8,6.9,5.04,8.11,149
80,7.06,Derrick Henry,RB,TEN,77.9,8.4,5.06,9.02,199
81,7.08,Delanie Walker,TE,TEN,79.9,9.8,5.1,10.09,138
82,7.1,Jameis Winston,QB,TB,82.4,8,4.12,9.1,137
83,7.11,Theo Riddick,RB,DET,83,7.7,6.03,9.09,199
84,7.11,Paul Perkins,RB,NYG,83.4,8.4,6.01,9.07,181
85,7.11,Jeremy Maclin,WR,BAL,83.4,8.5,4.08,9.08,225
86,7.12,Kyle Rudolph,TE,MIN,83.6,8.4,6.04,10.1,152
87,7.12,Willie Snead,WR,NO,83.8,9.2,6.05,9.09,122
88,8.02,Frank Gore,RB,IND,86.1,8.7,5.08,10.05,179
89,8.02,Kirk Cousins,QB,WAS,86.3,8.7,4.04,10.03,161
90,8.03,Terrance West,RB,BAL,86.8,7.6,5.1,9.05,177
91,8.04,Martellus Bennett,TE,NE,87.6,12.2,5.07,11.05,125
92,8.05,Eric Decker,WR,TEN,88.7,8.5,6.02,10.02,222
93,8.06,Cam Newton,QB,CAR,89.9,9.2,5.03,10.04,169
94,8.06,DeSean Jackson,WR,TB,90.4,9.8,5.08,10.05,189
95,8.08,LeGarrette Blount,RB,PHI,91.9,7.7,5.11,9.12,145
96,8.08,Randall Cobb,WR,GB,92.2,10.1,6.05,10.03,188
97,8.1,Duke Johnson,RB,CLE,94.2,8.1,6.1,10.06,129
98,8.11,Tyrell Williams,WR,LAC,95,9,7.02,10.08,157
99,8.12,Thomas Rawls,RB,SEA,95.7,9.1,6.11,10.09,119
100,8.12,Jacquizz Rodgers,RB,TB,95.9,7.7,7.02,10.09,87
101,8.12,Corey Coleman,WR,CLE,96.4,9.2,6.11,10.07,187
102,9.03,Adam Thielen,WR,MIN,98.6,8.7,6.01,10.12,209
103,9.04,Andrew Luck,QB,IND,100.3,9.8,3.12,10.12,166
104,9.05,Ben Roethlisberger,QB,PIT,101,11,5.1,11.05,168
105,9.05,Jonathan Stewart,RB,CAR,101.4,7,7.04,10.09,114
106,9.07,James White,RB,NE,102.7,8,7.11,10.12,101
107,9.1,Denver Defense,DEF,DEN,105.5,9.8,5.07,11.02,87
108,9.1,Donte Moncrief,WR,IND,105.7,8.7,7.11,11.01,111
109,9.1,Hunter Henry,TE,LAC,106.1,13.5,6.06,12.1,169
110,9.1,Marvin Jones,WR,DET,106.3,7,7.12,11.01,124
111,9.11,Eddie Lacy,RB,SEA,106.6,10.6,7.02,11.08,130
112,10.01,John Brown,WR,ARI,108.6,7.5,7.11,11.07,160
113,10.01,Philip Rivers,QB,LAC,108.7,9.2,7.07,11.06,192
114,10.02,Seattle Defense,DEF,SEA,110.3,8.5,7.06,11.03,78
115,10.03,Corey Davis,WR,TEN,110.9,9.4,7.01,11.12,112
116,10.05,Dak Prescott,QB,DAL,112.8,9.8,6.12,11.11,156
117,10.05,Rex Burkhead,RB,NE,113.4,9.6,8.04,12.02,103
118,10.06,Jamaal Williams,RB,GB,114.3,10.6,7.1,12.12,99
119,10.08,Rishard Matthews,WR,TEN,116,10.5,8.02,12.08,104
120,10.08,Darren Sproles,RB,PHI,116.3,10.2,7.02,13.05,130
121,10.08,Matthew Stafford,QB,DET,116.5,9.5,8.04,13.04,187
122,10.09,Ted Ginn Jr,WR,NO,116.9,11.6,7.02,12.1,192
123,10.09,Jordan Matthews,WR,BUF,117.5,9.4,7.07,12.02,106
124,10.11,Houston Defense,DEF,HOU,119.4,6.8,9.02,11.12,88
125,11.01,Cooper Kupp,WR,LAR,121.3,10.1,7.07,12.04,105
126,11.02,Zay Jones,WR,BUF,122,10.4,6.09,12.08,94
127,11.03,Jamaal Charles,RB,DEN,123.3,12.6,6.06,13.05,189
128,11.04,Kansas City Defense,DEF,KC,123.9,7.5,9.05,12.09,76
129,11.04,Eric Ebron,TE,DET,124,15.4,8.06,14.05,162
130,11.06,Mike Wallace,WR,BAL,125.9,9.7,8.06,12.09,86
131,11.07,Andy Dalton,QB,CIN,126.5,7.7,9.12,12.12,128
132,11.07,Samaje Perine,RB,WAS,126.8,11.7,9.01,13.04,116
133,11.07,Kevin White,WR,CHI,127,10.1,8.11,13.01,92
134,11.08,New England Defense,DEF,NE,128,5.7,10.1,12.07,52
135,11.09,CJ Prosise,RB,SEA,129.4,11.9,9.11,15.01,132
136,11.12,Danny Amendola,WR,NE,132.2,10.8,9.01,13.08,67
137,11.12,Carson Wentz,QB,PHI,132.3,9.8,8.12,13.05,86
138,12.01,Matt Forte,RB,NYJ,132.6,14.6,5.04,14.12,139
139,12.01,Jack Doyle,TE,IND,132.6,19.7,7.11,15.02,223
140,12.03,Jeremy Hill,RB,CIN,134.5,15.2,7.03,15.04,160
141,12.03,Arizona Defense,DEF,ARI,135.3,8.5,10.11,14.12,78
142,12.04,Kenny Britt,WR,NE,136.2,10.2,8.12,13.08,58
143,12.04,Cole Beasley,WR,DAL,136.2,12.3,9.01,14.05,70
144,12.05,Eli Manning,QB,NYG,137.1,10.4,9.09,14.05,77
145,12.06,Minnesota Defense,DEF,MIN,138.1,10.6,10.01,14.08,62
146,12.07,NY Giants Defense,DEF,NYG,138.5,12.2,9.06,14.04,46
147,12.08,Alvin Kamara,RB,NO,140,13.7,8.07,15.01,129
148,12.09,Marlon Mack,RB,IND,141.3,11.4,9.08,15.04,113
149,12.1,Carson Palmer,QB,ARI,142.3,10.6,10.06,15.05,118
150,12.11,Robby Anderson,WR,NYJ,143.4,13.8,7.02,14.11,68
151,13.01,Justin Tucker,PK,BAL,145,11.8,8.11,14.02,191
152,13.02,Wendell Smallwood,RB,PHI,146.1,14.4,9.03,15.08,157
153,13.03,Austin Hooper,TE,ATL,146.6,17.5,7.1,15.07,167
154,13.04,Kendall Wright,WR,CHI,148.4,13.4,8.03,15.04,89
155,13.06,Stephen Gostkowski,PK,NE,149.7,7.9,10.1,14.05,124
156,13.06,Chris Carson,RB,SEA,149.7,17.1,9.05,15.12,92
157,13.07,Jason Witten,TE,DAL,150.5,21.3,8.08,15.12,118
158,13.07,Pittsburgh Defense,DEF,PIT,150.8,12.3,11.07,15.11,57
159,13.07,Taylor Gabriel,WR,ATL,151.4,15.2,8.03,15.08,59
160,13.08,Kenny Golladay,WR,DET,151.6,12,10.12,15.09,71
161,13.08,Coby Fleener,TE,NO,152.3,19,9.02,15.12,74
162,13.08,Sterling Shepard,WR,NYG,152.3,12.4,9.04,15.03,69
163,13.09,O.J. Howard,TE,TB,152.7,21.2,8.12,15.12,58
164,13.1,Latavius Murray,RB,MIN,154.4,17.1,10.07,15.12,81
165,13.11,DeAndre Washington,RB,LV,155.2,15.4,10.07,15.12,85
166,13.12,Matt Bryant,PK,ATL,155.7,7.2,11.1,15.08,55
167,13.12,Dion Lewis,RB,NE,155.9,17.2,10.1,15.1,43
168,13.12,Jay Cutler,QB,MIA,155.9,10.4,12.04,15.08,55
169,13.12,Tyler Lockett,WR,SEA,156.1,17.2,10.04,15.09,59
170,13.12,Jonathan Williams,RB,NO,156.1,16.3,10.08,15.11,56
171,14.01,Donta Foreman,RB,HOU,157,18.9,10.08,15.12,52
172,14.04,Giovani Bernard,RB,CIN,159.6,15.6,8.12,15.12,45
173,14.05,Charcandrick West,RB,KC,160.7,15.1,11.07,15.12,42
174,14.05,Wil Lutz,PK,NO,161,6.7,11.06,15.08,42
175,14.05,Carolina Defense,DEF,CAR,161.5,11.6,11.05,15.12,105
176,14.06,Philadelphia Defense,DEF,PHI,161.6,10.8,11.09,15.12,78
177,14.06,Tyrod Taylor,QB,BUF,162.4,12.8,12.02,15.12,52
178,14.07,Mason Crosby,PK,GB,162.6,5.9,13.06,15.1,44
179,14.07,Mohamed Sanu,WR,ATL,162.9,15.5,10.09,15.12,45
180,14.09,Baltimore Defense,DEF,BAL,164.9,11.5,11.07,15.12,65
181,14.12,Dan Bailey,PK,DAL,168.2,6.5,13.05,15.12,67
182,14.12,Atlanta Defense,DEF,ATL,168.2,9.2,12.03,15.12,68
183,15.01,Adam Vinatieri,PK,IND,168.5,5.4,14.04,15.1,46
184,15.05,Sebastian Janikowski,PK,LV,172.7,5.3,14.06,15.12,47
