#,Pick,Name,Pos,Team,Overall,StdDev,High,Low,TimesDrafted
44,4.07,Golden Tate,WR,DET,43.5,4.3,2.1,5.09,393
45,4.08,Andre Ellington,RB,ARI,43.7,5.7,2.01,5.09,355
46,4.09,Carlos Hyde,RB,SF,44.7,5.6,3.05,6.01,351
47,4.09,Greg Olsen,TE,CAR,45.1,6.3,2.11,6.04,314
48,4.12,Chris Ivory,RB,NYJ,47.6,6.3,3.01,6.02,379
49,4.12,Alfred Morris,RB,WAS,48.2,6.9,3.05,6.02,275
50,5.01,Keenan Allen,WR,LAC,48.7,5.4,3.03,6.06,367
51,5.03,Brandon Marshall,WR,NYJ,50.5,5.6,3.04,6.08,379
52,5.03,Travis Kelce,TE,KC,50.6,5.5,3.11,6.07,296
53,5.04,Melvin Gordon,RB,LAC,51.8,7.1,3.06,7.08,322
54,5.05,Jonathan Stewart,RB,CAR,53,6.1,3.05,7.01,402
55,5.06,Allen Robinson,WR,JAX,53.5,6,1.12,6.1,428
56,5.07,Peyton Manning,QB,DEN,54.9,9.9,1.03,7.06,241
57,5.09,Joseph Randle,RB,DAL,56.6,5.9,3.07,7.02,310
58,5.09,Nelson Agholor,WR,PHI,56.6,5.7,4.04,7.02,370
59,5.09,Drew Brees,QB,NO,56.8,8.7,3.01,7.05,218
60,5.1,C.J. Spiller,RB,NO,57.9,6.4,3.12,7.07,315
61,5.12,Todd Gurley,RB,LAR,60.2,6.3,3.1,7.06,321
62,5.12,Martellus Bennett,TE,CHI,60.3,6.2,4.06,7.03,271
63,6.02,Charles Johnson,WR,MIN,61.6,6.8,4.05,7.1,347
64,6.02,Sammy Watkins,WR,None,62.5,6.4,4.06,7.12,348
65,6.03,TJ Yeldon,RB,JAX,63.1,6.1,4.02,8.04,396
66,6.04,Ben Roethlisberger,QB,PIT,63.8,7.2,3.11,7.11,273
67,6.04,John Brown,WR,ARI,64.3,7,4.01,7.12,369
68,6.07,Tom Brady,QB,NE,67,9.2,1.1,8.11,317
69,6.07,Martavis Bryant,WR,PIT,67.2,7.2,4.02,8.04,339
70,6.09,LeGarrette Blount,RB,NE,68.5,7.9,4.07,8.07,361
71,6.09,Russell Wilson,QB,SEA,68.7,8,3.11,8.11,252
72,6.09,Danny Woodhead,RB,LAC,69,6.8,4.01,8.07,321
73,6.1,Vincent Jackson,WR,TB,70.1,7.4,4.04,8.11,339
74,6.12,Steve Smith,WR,BAL,72.1,8.3,4.11,8.12,344
75,7.02,DeSean Jackson,WR,WAS,74,8.5,3.12,8.11,307
76,7.03,Giovani Bernard,RB,CIN,75.5,8.4,4.01,9.01,282
77,7.05,Jordan Cameron,TE,MIA,76.9,8.1,5.04,8.11,170
78,7.06,Shane Vereen,RB,NYG,77.9,8.3,5.12,9.02,291
79,7.06,Matt Ryan,QB,ATL,78.2,7.9,5.03,9.02,284
80,7.07,Ryan Mathews,RB,PHI,78.9,9,5.02,9.06,285
81,7.09,Joique Bell,RB,DET,80.5,8.7,4.11,9.02,315
82,7.09,Tony Romo,QB,DAL,80.8,7.4,5.11,9.05,273
83,7.1,Rashad Jennings,RB,NYG,81.7,8.6,5.09,9.07,322
84,7.1,Sam Bradford,QB,PHI,82.1,8.1,5.05,9.07,292
85,7.12,Jason Witten,TE,DAL,83.7,11.9,5.1,12.06,155
86,7.12,Larry Fitzgerald,WR,ARI,84.1,8,5.08,9.08,259
87,8.01,Eddie Royal,WR,CHI,84.6,8.8,5.07,10.04,333
88,8.01,Darren McFadden,RB,DAL,84.6,9.1,5.05,9.05,225
89,8.02,Alfred Blue,RB,HOU,86.4,7.9,5.12,9.07,198
90,8.04,Kendall Wright,WR,TEN,88,8.2,6.03,10.09,224
91,8.05,Tevin Coleman,RB,ATL,88.9,8.3,5.1,10.03,272
92,8.05,Ryan Tannehill,QB,MIA,89.1,8.6,5.08,10.04,271
93,8.06,Owen Daniels,TE,DEN,89.7,13.1,5.06,11.12,143
94,8.06,Mike Wallace,WR,MIN,89.9,9.5,5.04,10.03,228
95,8.07,Victor Cruz,WR,NYG,91.3,10,5.11,10.03,186
96,8.1,Markus Wheaton,WR,PIT,94.1,9.5,6.09,10.06,227
97,8.11,Matthew Stafford,QB,DET,94.6,9.2,6.06,10.11,302
98,8.11,Isaiah Crowell,RB,CLE,95.4,9.5,6.05,10.11,315
99,8.12,Tyler Eifert,TE,CIN,95.5,12.3,5.1,11.11,195
100,8.12,Devin Funchess,WR,CAR,96.1,10.1,5.02,10.1,199
101,8.12,Devonta Freeman,RB,ATL,96.2,10,6.01,10.12,160
102,9.01,Anquan Boldin,WR,SF,97.3,10.2,5.09,10.08,220
103,9.02,Delanie Walker,TE,TEN,98,11.5,6.04,11.09,205
104,9.04,Bishop Sankey,RB,TEN,100.2,9.8,7.02,11.04,132
105,9.05,Seattle Defense,DEF,SEA,101.3,8.5,6.12,11.04,158
106,9.05,Steve Johnson,WR,LAC,101.3,9.1,6.02,11.05,292
107,9.06,Duke Johnson,RB,CLE,101.8,9.1,7.01,11.04,222
108,9.09,Eric Decker,WR,NYJ,105.3,10,6.08,11.07,248
109,9.1,Eli Manning,QB,NYG,105.9,9.4,7.04,11.07,254
110,9.1,Darren Sproles,RB,PHI,106.4,10.3,5.1,11.11,185
111,9.11,Brian Quick,WR,LAR,106.8,9.7,6.11,11.08,255
112,10.01,Tre Mason,RB,LAR,109,11,7.02,12.08,154
113,10.01,Roddy White,WR,ATL,109,9.8,7.1,12.01,180
114,10.02,DeVante Parker,WR,MIA,109.5,9.2,7.01,11.1,282
115,10.02,Kyle Rudolph,TE,MIN,110.5,13.9,6.11,12.1,249
116,10.03,Buffalo Defense,DEF,BUF,111.3,7.1,8.03,11.07,101
117,10.04,Terrance Williams,WR,DAL,112.4,9.1,7.03,11.11,207
118,10.05,Philip Rivers,QB,LAC,113.3,11.7,4.03,12.02,246
119,10.06,Ronnie Hillman,RB,DEN,114,9.6,7.12,12.07,244
120,10.08,Houston Defense,DEF,HOU,116.3,7.1,8.12,12.03,107
121,10.1,David Johnson,RB,ARI,118,10.1,8.02,13.01,170
122,10.1,Marques Colston,WR,NO,118.3,9.9,6.12,12.02,130
123,10.11,Cam Newton,QB,CAR,119.1,11.2,7.09,12.07,168
124,10.11,Pierre Garcon,WR,WAS,119.3,9,8.08,12.07,146
125,10.12,Miami Defense,DEF,MIA,120.4,9.3,8.11,13.09,102
126,11.01,Knile Davis,RB,KC,121.2,10.6,8.01,13.02,212
127,11.03,Teddy Bridgewater,QB,MIN,122.5,9.3,8.02,12.11,177
128,11.04,Brandon Coleman,WR,NO,123.6,9.1,8.09,12.08,168
129,11.04,Matt Jones,RB,WAS,124.4,12.8,5.08,15.01,315
130,11.06,Michael Floyd,WR,ARI,126.2,10.3,8.08,13.01,123
131,11.06,Zach Ertz,TE,PHI,126.2,15.1,8.01,14.02,271
132,11.07,LA Rams Defense,DEF,LAR,127,8.4,7.09,12.09,96
133,11.08,Carson Palmer,QB,ARI,128.4,10.5,8.07,13.04,134
134,11.09,DeAngelo Williams,RB,PIT,129.1,12.2,8.02,14.07,198
135,11.09,Reggie Bush,RB,SF,129.5,11.3,8.05,13.12,217
136,11.09,Ty Montgomery,WR,NO,129.5,11.7,9.01,13.1,79
137,11.1,David Cobb,RB,TEN,130.4,10.3,9.01,13.08,101
138,11.11,Julius Thomas,TE,JAX,130.5,16.9,7.09,15.02,250
139,11.11,Torrey Smith,WR,SF,130.6,10.9,8.03,13.08,119
140,12.02,Marvin Jones,WR,CIN,133.9,9.8,9.02,13.12,90
141,12.03,NY Jets Defense,DEF,NYJ,135,8.5,10.11,14.1,79
142,12.04,Michael Crabtree,WR,LV,135.6,10,9.02,14.07,93
143,12.07,Philadelphia Defense,DEF,PHI,138.9,11.9,10.1,15.12,76
144,12.08,Brandon LaFell,WR,NE,139.6,13.4,10.01,15.03,55
145,12.08,Tyler Lockett,WR,SEA,140.2,13.8,8.09,15.12,149
146,12.08,Antonio Gates,TE,LAC,140.4,16.8,8.09,15.11,287
147,12.09,Denver Defense,DEF,DEN,140.7,12.5,10.06,15.09,88
148,12.11,Roy Helu,RB,LV,142.7,13.3,8.1,15.05,126
149,13.01,Dwayne Allen,TE,IND,145.1,20.2,8.05,15.12,196
150,13.01,Breshad Perriman,WR,BAL,145.4,10.9,10.02,15.05,82
151,13.02,Stephen Gostkowski,PK,NE,145.7,13.5,3.09,14.03,247
152,13.02,Cameron Artis-Payne,RB,CAR,145.8,15.5,7.08,15.07,174
153,13.02,Joe Flacco,QB,BAL,146,10.1,11.02,15.05,75
154,13.03,Dorial Green-Beckham,WR,TEN,147,13.8,9.12,15.06,134
155,13.03,Colin Kaepernick,QB,SF,147.5,12.2,11.03,15.04,73
156,13.04,Rueben Randle,WR,NYG,147.7,16.1,9.02,15.11,106
157,13.04,Adam Vinatieri,PK,IND,148.1,11.6,6.09,14.07,113
158,13.04,Doug Baldwin,WR,SEA,148.4,20.8,10.03,15.09,32
159,13.05,Christine Michael,RB,SEA,148.8,17.4,9.05,15.12,105
160,13.06,Vernon Davis,TE,SF,150.3,20.2,7.11,15.12,104
161,13.06,Charles Sims,RB,TB,150.3,17.2,9.09,15.11,108
162,13.07,Jonas Gray,RB,NE,150.9,16.7,9.08,15.09,40
163,13.08,Richard Rodgers,TE,GB,151.6,16.6,8.12,15.1,135
164,13.09,Arizona Defense,DEF,ARI,152.7,11.9,10.06,15.1,119
165,13.1,James Jones,WR,LV,153.9,19.3,9.08,15.12,47
166,13.1,Allen Hurns,WR,JAX,153.9,15.3,9.11,15.12,89
167,13.1,Phillip Dorsett,WR,IND,153.9,13.4,10.07,15.12,103
168,13.1,Denard Robinson,RB,JAX,154.2,17.2,10.02,15.12,111
169,13.1,Tyrod Taylor,QB,BUF,154.5,13,9.12,15.1,66
170,13.11,Andre Williams,RB,NYG,154.8,16.5,11.02,15.11,45
171,13.12,Jay Cutler,QB,CHI,155.7,12.5,10.07,15.12,71
172,13.12,Carolina Defense,DEF,CAR,156.2,13.2,11.03,15.12,153
173,13.12,Josh Hill,TE,NO,156.5,18.6,9.07,15.12,70
174,14.01,James Starks,RB,GB,156.5,12.8,11.04,15.12,51
175,14.01,Khiry Robinson,RB,NO,156.8,14.3,11.04,15.12,37
176,14.01,Steven Hauschka,PK,SEA,156.8,16.8,5.04,14.12,52
177,14.02,Cody Parkey,PK,PHI,158.2,6.9,12.02,15.09,47
178,14.02,Jordan Reed,TE,WAS,158.4,17.3,9.11,15.12,48
179,14.03,Austin Seferian-Jenkins,TE,TB,158.8,14.7,10.09,15.11,60
180,14.04,Kansas City Defense,DEF,KC,159.7,12.4,11.1,15.12,125
181,14.05,Cody Latimer,WR,DEN,161,16.5,10.11,15.12,32
182,14.05,Dan Bailey,PK,DAL,161.2,6.3,12.03,15.09,61
183,14.06,Kenny Stills,WR,MIA,162,12.9,11.07,15.12,33
184,14.07,Marcus Mariota,QB,TEN,162.6,13.6,11.06,15.11,37
185,14.07,Jeff Janis,WR,GB,163.1,12.6,12.01,15.12,48
186,14.07,Derek Carr,QB,LV,163.2,11.1,12.07,15.1,35
187,14.08,Justin Tucker,PK,BAL,163.5,7.1,12.08,15.12,62
188,14.08,Mason Crosby,PK,GB,163.6,6.8,13.03,15.12,61
189,14.08,New England Defense,DEF,NE,164,10.1,12.01,15.12,98
190,14.11,Baltimore Defense,DEF,BAL,166.5,12.2,10.11,15.12,39
191,14.12,Minnesota Defense,DEF,MIN,167.6,8.7,13.01,15.12,83
192,14.12,Indianapolis Defense,DEF,IND,167.7,9.2,13.09,15.12,35
193,14.12,Brandon McManus,PK,DEN,168.1,5.7,13.09,15.12,71
194,15.03,Matt Bryant,PK,ATL,170.5,5.6,14.01,15.12,71
195,15.03,Matt Prater,PK,DET,171.4,6.1,13.07,15.12,72
196,15.04,Sebastian Janikowski,PK,LV,171.9,5.4,14.02,15.12,53
197,15.04,Josh Scobee,PK,JAX,172.4,4.9,14.04,15.12,40
198,15.05,Greg Zuerlein,PK,LAR,173,4.3,14.11,15.12,43
199,15.06,Blair Walsh,PK,MIN,173.7,4,14.1,15.12,56
