#,Pick,Name,Pos,Team,Overall,StdDev,High,Low,TimesDrafted
59,5.09,Gus Edwards,RB,BAL,56.6,8.7,2.01,8.03,1951
60,5.09,D.J. Moore,WR,CAR,57,4.7,4.01,6.11,1107
61,5.11,Aaron Rodgers,QB,GB,59,6.6,3.06,7.07,949
62,5.12,Chase Edmonds,RB,ARI,60.4,6.2,3.1,7.04,923
63,6.01,Chase Claypool,WR,PIT,61.1,4.8,3.11,6.12,622
64,6.01,Tee Higgins,WR,CIN,61.3,6.6,4.03,7.05,789
65,6.03,Raheem Mostert,RB,SF,63,7.9,2.06,7.08,1295
66,6.04,Jerry Jeudy,WR,DEN,64.1,5.2,4.08,7.06,1034
67,6.07,Dak Prescott,QB,DAL,66.7,8.6,2.11,8.07,933
68,6.08,Trey Sermon,RB,SF,67.7,5.9,4.05,8.01,1041
69,6.09,Odell Beckham Jr,WR,LAR,69,5.6,4.08,8.07,884
70,6.09,Justin Herbert,QB,LAC,69.3,7.4,4.02,8.05,699
71,6.09,Russell Wilson,QB,SEA,69.4,7,3.12,8.03,1224
72,6.1,Michael Thomas,WR,NO,69.5,5.9,4.05,7.11,587
73,6.12,Logan Thomas,TE,WAS,72.2,6.8,3.09,10.08,732
74,7.01,Antonio Brown,WR,TB,72.7,6.3,5.01,8.09,837
75,7.03,Robby Anderson,WR,CAR,75,5.8,5.05,8.07,972
76,7.03,Melvin Gordon,RB,DEN,75.2,6.6,4.1,8.1,663
77,7.04,Michael Carter,RB,NYJ,76.1,5,5.05,8.08,709
78,7.05,Ja'Marr Chase,WR,CIN,77.4,5.8,5.01,8.08,606
79,7.06,DeVonta Smith,WR,PHI,77.6,6.2,4.09,8.12,793
80,7.06,Tom Brady,QB,TB,77.8,7.9,5.03,9.08,753
81,7.07,A.J. Dillon,RB,GB,79.1,5.7,5.11,8.1,426
82,7.07,Noah Fant,TE,DEN,79.2,7.8,5.04,9.04,328
83,7.08,Ronald Jones II,RB,TB,79.8,5.8,4.08,9.03,701
84,7.11,JuJu Smith-Schuster,WR,PIT,82.5,6.8,6.05,9.06,735
85,7.11,Kenny Golladay,WR,NYG,82.8,6.8,5.11,9.1,566
86,7.12,Zack Moss,RB,BUF,83.8,7.1,6.04,9.04,450
87,8.01,Matthew Stafford,QB,LAR,85,10.7,3.07,10.03,781
88,8.02,Courtland Sutton,WR,DEN,85.7,7.1,2.05,9.07,919
89,8.02,Laviska Shenault Jr.,WR,JAX,85.9,6.2,6.01,9.09,795
90,8.03,Robert Tonyan Jr.,TE,GB,87.2,11.5,4.02,11.04,712
91,8.06,Corey Davis,WR,NYJ,89.6,7.1,5.12,10.04,1157
92,8.06,Deebo Samuel,WR,SF,89.8,6.9,5.04,9.12,504
93,8.06,Leonard Fournette,RB,TB,90.1,7.3,6.02,10.05,570
94,8.06,Marquez Callaway,WR,NO,90.5,8.9,5.07,10.1,931
95,8.07,Devin Singletary,RB,BUF,91.2,9.2,6.01,9.1,413
96,8.08,Jamaal Williams,RB,DET,92,7.5,5.11,10.11,709
97,8.09,Sony Michel,RB,LAR,93.4,9.9,4.1,10.11,827
98,8.1,Dallas Goedert,TE,PHI,93.9,10.1,4.05,11.04,388
99,8.12,Tyler Higbee,TE,LAR,95.8,9.7,5.12,11.09,831
100,8.12,Ryan Tannehill,QB,TEN,96.1,9.6,4.08,11.04,900
101,8.12,James Conner,RB,ARI,96.2,8.2,6.12,10.09,633
102,9.01,Tyler Boyd,WR,CIN,97.3,8.6,5.12,10.07,821
103,9.03,Jaylen Waddle,WR,MIA,99.2,7.8,5.04,10.11,855
104,9.04,Mecole Hardman,WR,KC,100,7,7.08,10.1,365
105,9.04,Jalen Hurts,QB,PHI,100.2,10.2,4.11,11.07,605
106,9.07,Tony Pollard,RB,DAL,102.7,7.4,6.06,10.12,325
107,9.07,Brandin Cooks,WR,HOU,102.9,9.9,5.03,11.04,547
108,9.07,Kenyan Drake,RB,LV,102.9,8.2,7.04,11.08,577
109,9.08,Michael Pittman Jr.,WR,IND,104.4,8.1,7.06,10.12,689
110,9.1,Alexander Mattison,RB,MIN,106.5,9.5,6.02,12.07,333
111,9.12,Phillip Lindsay,RB,MIA,107.5,7.1,7.02,11.1,417
112,9.12,Pittsburgh Defense,DEF,PIT,108.5,10.6,3.06,12.04,598
113,10.01,LA Rams Defense,DEF,LAR,108.6,12,5.07,11.12,369
114,10.01,Darnell Mooney,WR,CHI,109,7,7.12,11.09,499
115,10.04,Joe Burrow,QB,CIN,112.4,8.7,7.02,11.11,344
116,10.05,D.J. Chark,WR,JAX,112.8,7.9,7.09,11.1,521
117,10.06,Mike Gesicki,TE,MIA,114.3,16.4,5.07,14.06,792
118,10.07,Tampa Bay Defense,DEF,TB,115,9.2,4.05,13.01,415
119,10.07,David Johnson,RB,HOU,115,9.6,8.09,12.12,307
120,10.08,Jakobi Meyers,WR,NE,116.2,9.9,6.12,12.06,663
121,10.08,Mike Williams,WR,LAC,116.2,7.7,6.12,13.06,477
122,10.09,J.D. McKissic,RB,WAS,116.8,10.4,7.02,13.03,535
123,10.1,Jarvis Landry,WR,CLE,118.2,9,6.11,13.05,486
124,10.1,Trey Lance,QB,SF,118.2,9.8,6.08,13.03,532
125,10.12,Irv Smith Jr.,TE,MIN,120.3,16.2,7.07,15.04,202
126,11.01,Nyheim Hines,RB,IND,120.6,11.9,4.11,13.06,548
127,11.01,Giovani Bernard,RB,TB,120.9,10.3,5.11,13.03,450
128,11.01,Rhamondre Stevenson,RB,NE,121.3,12.2,6.09,13.06,570
129,11.03,Washington Defense,DEF,WAS,123.1,10.6,6.09,13.03,579
130,11.04,Henry Ruggs III,WR,LV,123.9,11,6.07,13.05,317
131,11.06,Justin Fields,QB,CHI,125.6,12,7.04,14.05,795
132,11.06,Marvin Jones,WR,JAX,126,11.6,8.05,13.06,587
133,11.08,Chuba Hubbard,RB,CAR,127.6,10.5,8.09,13.1,294
134,11.09,James White,RB,NE,128.8,18.9,7.12,15.01,345
135,11.09,Will Fuller,WR,MIA,129.2,11,7.02,13.09,380
136,11.1,Baltimore Defense,DEF,BAL,129.7,10.2,7.1,13.11,401
137,11.1,Matt Ryan,QB,ATL,129.8,14.2,8.03,13.04,302
138,11.11,Latavius Murray,RB,BAL,130.6,14,7.1,13.11,215
139,11.11,Jonnu Smith,TE,NE,130.7,15.6,7.03,15.09,770
140,12.01,Elijah Moore,WR,NYJ,132.6,10,9.07,14.03,379
141,12.02,Russell Gage,WR,ATL,133.8,10.4,8.06,13.08,328
142,12.02,Baker Mayfield,QB,CLE,134.3,13.7,8.02,15.04,280
143,12.03,Justin Tucker,PK,BAL,135.4,16.8,5.01,14.1,922
144,12.03,Michael Gallup,WR,DAL,135.4,11,9.08,13.12,284
145,12.05,Jameis Winston,QB,NO,137.3,11.8,8.06,14.11,324
146,12.06,Indianapolis Defense,DEF,IND,137.5,12.8,8.09,14.12,194
147,12.06,Rashaad Penny,RB,SEA,137.9,12,9.05,15.05,161
148,12.06,San Francisco Defense,DEF,SF,137.9,11.9,3.09,15.03,419
149,12.07,Harrison Butker,PK,KC,138.7,17.7,6.05,14.07,548
150,12.07,Tevin Coleman,RB,NYJ,139,17.2,4.04,15.05,189
151,12.08,Younghoe Koo,PK,ATL,139.6,16,6.08,15.07,312
152,12.08,Curtis Samuel,WR,WAS,140.2,12.9,9.04,15.02,310
153,12.09,Greg Zuerlein,PK,DAL,140.6,12,9.11,15.12,179
154,12.09,Marquise Brown,WR,BAL,140.9,14.9,7.09,15.03,247
155,12.11,Rob Gronkowski,TE,TB,142.8,22.8,6.01,16.05,586
156,12.11,Ben Roethlisberger,QB,PIT,143.2,15.3,8.02,15.03,240
157,12.12,Jason Sanders,PK,MIA,143.9,15.4,10.02,16.05,176
158,12.12,Gabriel Davis,WR,BUF,144.3,24.2,9.04,16.01,180
159,13.01,Trevor Lawrence,QB,JAX,144.7,14.7,7.12,15.1,431
160,13.02,Damien Williams,RB,CHI,146,23.8,9.12,16.1,78
161,13.02,Rondale Moore,WR,ARI,146.4,16.1,7.09,15.09,242
162,13.02,Ryan Succop,PK,TB,146.5,16.5,10.02,16.08,167
163,13.04,Bryan Edwards,WR,LV,148.2,20.3,6.1,15.09,113
164,13.04,Rodrigo Blankenship,PK,IND,148.5,14.8,10.01,16.01,97
165,13.05,New England Defense,DEF,NE,148.8,12.2,9.12,15.06,331
166,13.05,Terrace Marshall Jr.,WR,CAR,149,16.4,7.07,15.11,276
167,13.05,Zach Wilson,QB,NYJ,149.1,24.8,8.09,17.04,101
168,13.06,Hunter Henry,TE,NE,149.7,22.3,7.12,16.09,332
169,13.06,Cleveland Defense,DEF,CLE,150,12.4,10.04,15.09,207
170,13.06,Tyler Bass,PK,BUF,150.2,13.8,10.02,16.01,223
171,13.06,Darrel Williams,RB,KC,150.3,15.6,10.04,16.04,266
172,13.07,Evan Engram,TE,NYG,150.9,24.2,6.06,17.08,181
173,13.07,Cole Beasley,WR,BUF,150.9,16.4,9.05,16.02,268
174,13.08,Adam Trautman,TE,NO,151.9,20.2,6.12,17.02,78
175,13.1,Mark Ingram,RB,NO,154.2,17.2,7.12,15.12,132
176,13.11,Justin Jackson,RB,LAC,154.6,26.7,10.05,17.05,61
177,13.11,Kenneth Gainwell,RB,PHI,154.8,14,9.08,16.04,127
178,13.11,Matt Prater,PK,ARI,154.9,15,7.01,16.06,152
179,13.11,Jared Cook,TE,LAC,155,19.2,7.08,18.06,70
180,13.11,Buffalo Defense,DEF,BUF,155.3,13,10.02,16.08,377
181,13.11,Devontae Booker,RB,NYG,155.5,16,10.03,16.1,73
182,14.01,A.J. Green,WR,ARI,156.6,20.9,6.11,16.09,96
183,14.01,Gerald Everett,TE,SEA,156.6,18.5,9.12,17.09,240
184,14.01,Zach Ertz,TE,ARI,157.1,28.8,7.04,18.06,79
185,14.01,Pat Freiermuth,TE,PIT,157.3,23.8,7.12,18.06,116
186,14.01,Mac Jones,QB,NE,157.4,24.5,10.07,18.05,80
187,14.02,Miami Defense,DEF,MIA,158.2,21.4,10.1,18.04,110
188,14.03,Amon-Ra St. Brown,WR,DET,158.5,14.7,9.02,17.1,167
189,14.03,Tony Jones Jr.,RB,NO,158.8,17.6,10.04,15.12,87
190,14.03,Marlon Mack,RB,IND,158.8,16.4,10.07,17.02,44
191,14.03,Mason Crosby,PK,GB,159.2,13.7,12.07,17.03,177
192,14.04,Randall Cobb,WR,GB,159.7,18.2,9.04,16.04,105
193,14.04,Jerick McKinnon,RB,KC,159.7,21.7,6.03,18.05,64
194,14.04,Denver Defense,DEF,DEN,159.8,13.8,9.1,16.11,417
195,14.04,Tyrell Williams,WR,DET,160,21.3,11.1,18.03,42
196,14.05,Tua Tagovailoa,QB,MIA,160.6,20,8.03,15.12,174
197,14.05,Kirk Cousins,QB,MIN,160.9,17.8,3.07,17.08,158
198,14.06,Malcolm Brown,RB,MIA,161.7,16.1,11.06,17.01,40
199,14.06,DeVante Parker,WR,MIA,162.3,14,10.06,15.12,101
200,14.07,Ryan Fitzpatrick,QB,WAS,163.3,19,8.03,18.05,65
201,14.08,Deshaun Watson,QB,HOU,163.6,15.9,10.12,16.11,62
202,14.08,Matt Gay,PK,LAR,163.8,12.3,10.1,15.11,152
203,14.09,Robbie Gould,PK,SF,165.1,14.1,10.1,18.04,191
204,14.11,Carson Wentz,QB,IND,167.1,11.8,11.04,17.08,44
205,14.12,Wil Lutz,PK,NO,168,19.1,12.05,18.03,42
206,15.03,Nelson Agholor,WR,NE,170.7,25.1,10.02,18.05,46
207,15.03,Marquez Valdes-Scantling,WR,GB,170.9,23.5,9.08,18.05,47
208,15.05,Carlos Hyde,RB,JAX,172.7,14.7,11.04,18.03,60
209,15.05,Kansas City Defense,DEF,KC,173.2,25.7,10.12,18.05,43
210,15.06,Daniel Carlson,PK,LV,173.7,18,10.12,18.02,47
211,15.06,Jason Myers,PK,SEA,174,14.7,12.06,18.04,130
