player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Robert Jones,100786,G,MIA,8,0,17,49.3,1,11,290,100.0,100.0,97.2,2,14,2,304,304,31.0,1,7,84,100.0,100.0,94.0,9,1,85,85
Mark Glowinski,9567,G,NYG,12,0,21,53.4,1,17,281,99.6,99.7,94.7,2,24,6,303,304,29.5,1,15,114,100.0,100.0,87.7,22,6,127,127
Thayer Munford Jr.,59994,T,LV,14,0,23,59.2,5,19,291,100.0,100.0,94.5,0,28,4,303,303,50.2,3,14,126,100.0,100.0,90.1,21,4,131,131
Tyler Shatley,9257,G,JAX,10,0,15,51.3,3,5,288,100.0,100.0,98.3,0,9,1,302,302,36.7,1,3,121,100.0,100.0,97.5,5,1,131,131
Phil Haynes,29244,G,SEA,8,2,29,59.4,2,5,274,100.0,100.0,96.9,3,12,5,299,299,39.2,2,3,130,100.0,100.0,94.2,10,5,142,142
Atonio Mafi,82449,G,NE,12,2,19,27.7,3,24,284,100.0,100.0,93.5,5,32,5,296,296,14.3,1,18,142,100.0,100.0,89.8,24,5,146,146
Chris Hubbard,8051,T,TEN,9,0,31,67.8,4,10,268,100.0,100.0,95.9,0,18,4,292,292,65.8,2,8,111,100.0,100.0,94.6,11,1,126,126
Vederian Lowe,59741,T,NE,11,0,19,36.0,3,29,279,100.0,100.0,92.1,1,38,6,290,290,27.2,2,24,140,100.0,100.0,87.1,31,5,143,143
Elijah Wilkinson,46238,G,ARZ,10,0,1,40.7,4,18,269,100.0,100.0,94.8,0,25,3,285,285,16.0,3,16,104,100.0,100.0,88.0,22,3,112,112
Connor Williams,46216,C,MIA,9,0,17,71.7,1,4,269,100.0,100.0,98.7,1,6,1,280,280,66.3,1,3,69,100.0,100.0,97.1,4,0,72,72
Jarrett Patterson,81775,C,HST,7,0,13,53.7,1,7,257,100.0,100.0,98.4,0,8,0,277,277,56.7,1,4,113,100.0,100.0,97.8,5,0,120,120
Chukwuma Okorafor,46302,T,PIT,10,3,25,60.7,0,9,258,100.0,100.0,97.5,3,11,2,272,272,67.2,0,6,143,100.0,100.0,96.5,8,2,154,154
Cade Mays,81995,G,CAR,10,0,5,43.0,2,16,249,100.0,100.0,95.2,0,21,3,267,267,46.6,0,11,135,100.0,100.0,95.2,12,1,148,148
Carter Warren,60023,T,NYJ,6,0,22,45.5,2,13,243,100.0,100.0,94.9,0,20,5,258,258,33.5,1,11,106,100.0,100.0,90.6,16,4,115,115
Chuma Edoga,46232,T,DAL,12,1,9,63.7,5,8,231,100.0,100.0,95.9,2,16,3,251,251,62.4,1,6,65,100.0,100.0,94.6,7,0,76,76
Chandler Zavala,144009,G,CAR,7,0,5,7.1,7,20,233,100.0,100.0,91.6,0,33,6,249,249,1.4,6,17,132,100.0,100.0,87.5,28,5,143,143
Trevor Penning,59963,T,NO,7,2,20,60.8,3,12,234,100.0,100.0,95.1,3,19,4,245,245,47.1,2,9,122,100.0,100.0,93.0,14,3,129,129
Marcus McKethan,60811,G,NYG,9,1,21,26.8,5,10,227,100.0,100.0,95.8,1,17,2,245,245,2.4,3,8,85,100.0,100.0,92.4,12,1,96,96
Matt Feiler,9289,G,TB,6,0,30,65.0,2,10,229,100.0,100.0,97.4,0,12,0,244,244,41.4,1,10,89,100.0,100.0,93.8,11,0,93,93
Tytus Howard,25472,G,HST,7,0,13,38.9,3,14,227,100.0,100.0,95.8,0,18,1,243,243,19.1,3,12,104,100.0,100.0,92.8,15,0,112,112
Connor McGovern,10778,C,NYJ,7,2,22,30.5,5,12,225,100.0,100.0,95.8,3,18,1,240,240,21.9,4,10,121,100.0,100.0,93.4,15,1,130,130
Wanya Morris,98247,T,KC,8,1,16,63.4,7,15,223,100.0,100.0,94.2,1,24,2,235,235,59.7,4,11,109,100.0,100.0,91.3,17,2,116,116
Kayode Awosika,44909,G,DET,6,1,11,46.0,5,21,224,100.0,100.0,93.7,1,27,1,232,232,30.1,2,15,110,100.0,100.0,91.4,18,1,114,114
David Quessenberry,7957,T,MIN,6,0,18,68.3,4,11,220,100.0,100.0,96.1,0,16,1,231,231,62.8,3,8,104,100.0,100.0,93.7,12,1,110,110
Larry Borom,59879,T,CHI,8,0,6,45.2,6,16,217,100.0,100.0,93.5,0,25,3,225,225,43.9,2,10,98,100.0,100.0,91.8,14,2,100,100
Isaiah Wynn,46048,G,MIA,7,0,17,67.5,0,4,213,100.0,100.0,99.1,0,4,0,224,224,50.4,0,3,58,100.0,100.0,97.4,3,0,60,60
Jaelyn Duncan,81722,T,TEN,8,0,31,29.2,10,17,196,100.0,100.0,88.5,0,36,9,207,207,20.0,8,11,86,100.0,100.0,79.7,27,8,88,88
Trystan Colon,41117,G,ARZ,11,1,1,69.2,1,6,181,100.0,100.0,97.0,1,9,2,200,200,54.5,1,5,87,100.0,100.0,94.3,8,2,96,96
T.J. Bass,131703,G,DAL,11,0,9,54.9,0,5,180,100.0,100.0,98.1,1,6,1,190,190,44.9,0,4,62,100.0,100.0,95.2,5,1,66,66
Xavier Newman,58525,G,NYJ,6,0,22,31.9,3,9,180,100.0,100.0,94.4,0,16,4,188,188,10.7,2,8,73,100.0,100.0,87.7,14,4,76,76
Jake Curhan,38549,T,SEA,6,0,29,39.2,6,18,172,100.0,100.0,91.3,1,27,3,187,187,29.7,5,12,75,100.0,100.0,84.7,20,3,82,82
Max Garcia,9566,G,NO,10,0,20,59.2,2,6,175,99.4,99.5,97.7,0,8,0,184,185,61.4,1,4,92,100.0,100.0,97.3,5,0,97,97
Abraham Lucas,60218,T,SEA,6,0,29,44.4,0,15,170,100.0,100.0,94.4,0,17,2,182,182,39.1,0,10,83,100.0,100.0,91.6,12,2,88,88
Joshua Ezeudu,77355,T,NYG,6,1,21,39.3,0,7,170,100.0,100.0,95.0,3,12,5,181,181,20.2,0,4,63,100.0,100.0,88.9,9,5,72,72
Austin Schlottmann,30097,C,MIN,6,0,18,72.3,1,5,167,100.0,100.0,97.6,1,7,1,178,178,66.7,1,4,74,100.0,100.0,96.6,5,0,80,80
Austin Corbett,46290,G,CAR,4,0,5,44.5,1,12,169,100.0,100.0,94.4,0,16,3,176,176,42.4,1,9,99,100.0,100.0,92.9,12,2,103,103
Nash Jensen,66672,G,CAR,7,0,5,33.7,2,15,162,100.0,100.0,94.1,0,18,1,171,171,33.3,1,12,97,100.0,100.0,93.3,13,0,100,100
Nick Harris,46752,C,CLV,14,0,8,66.3,0,3,164,97.0,96.6,99.1,1,3,0,169,175,73.3,0,2,75,100.0,100.0,98.7,2,0,78,78
Jake Hanson,28148,G,NYJ,5,0,22,59.7,1,8,154,100.0,100.0,97.1,0,9,0,165,165,58.7,1,6,73,100.0,100.0,95.2,7,0,79,79
Alijah Vera-Tucker,57107,T,NYJ,5,0,22,56.8,1,11,155,100.0,100.0,94.8,0,14,2,164,164,55.4,0,9,85,100.0,100.0,92.4,11,2,90,90
Nick Allegretti,39268,G,KC,6,0,16,73.7,1,9,153,100.0,100.0,95.4,0,12,2,160,160,60.7,1,6,68,100.0,100.0,91.9,9,2,72,72
Charlie Heck,36501,T,HST,5,0,13,39.3,1,16,147,100.0,100.0,93.5,0,18,1,158,158,51.5,1,11,63,100.0,100.0,90.5,12,0,69,69
Yosh Nijman,60822,T,GB,12,1,12,59.3,1,10,149,100.0,100.0,95.0,1,13,2,157,157,49.8,1,5,65,100.0,100.0,92.3,8,2,67,67
Brenden Jaimes,59909,C,LAC,4,0,27,71.1,0,3,146,100.0,100.0,98.3,0,4,1,155,155,57.8,0,2,72,100.0,100.0,97.2,3,1,77,77
Ben Bartch,84236,G,SF,6,0,28,48.6,2,5,146,100.0,100.0,96.2,0,9,2,154,154,46.2,1,1,63,100.0,100.0,95.2,4,2,65,65
Wesley French,29608,C,IND,5,1,14,56.7,0,7,146,100.0,100.0,96.9,1,8,1,153,153,58.3,0,5,68,100.0,100.0,96.3,5,0,70,70
Storm Norton,12188,T,ATL,5,0,2,69.3,0,5,143,99.3,99.4,97.6,0,6,1,153,154,58.4,0,4,46,100.0,100.0,93.5,5,1,48,48
Cornelius Lucas,9025,T,WAS,7,0,32,73.6,1,4,143,100.0,100.0,96.2,0,8,3,152,152,62.2,1,3,66,100.0,100.0,93.9,6,2,68,68
Josh Jones,26634,T,HST,5,0,13,55.8,3,5,142,100.0,100.0,96.5,4,9,1,152,152,47.3,3,4,64,100.0,100.0,93.0,8,1,68,68
Billy Turner,8702,T,NYJ,6,1,22,51.9,2,10,143,100.0,100.0,93.0,1,16,4,151,151,39.9,1,8,80,100.0,100.0,89.4,13,4,86,86
Jason Peters,2148,T,SEA,8,1,29,45.1,3,11,135,100.0,100.0,94.8,1,14,0,147,147,24.7,3,10,58,100.0,100.0,88.8,13,0,65,65
Michael Dunn,39676,G,CLV,11,0,8,55.8,1,3,137,100.0,100.0,97.8,1,5,1,146,146,34.2,1,3,53,100.0,100.0,94.3,5,1,54,54
Conor McDermott,11966,T,NE,6,0,19,65.9,2,10,140,100.0,100.0,94.3,2,14,2,145,145,60.9,2,5,67,100.0,100.0,94.8,7,0,71,71
Corey Linsley,8796,C,LAC,3,0,27,54.3,1,5,136,100.0,100.0,97.8,0,6,0,144,144,50.4,1,3,57,100.0,100.0,96.5,4,0,60,60
Colby Sorsdal,87479,G,DET,5,0,11,35.1,4,9,124,100.0,100.0,94.0,0,14,1,132,132,28.7,4,6,65,100.0,100.0,92.3,10,0,68,68
Andrew Rupcich,156082,G,TEN,4,0,31,68.6,1,3,122,100.0,100.0,97.5,0,5,1,130,130,54.7,1,2,53,100.0,100.0,95.3,4,1,56,56
Sean Rhyan,72009,G,GB,11,0,12,42.5,0,8,122,100.0,100.0,96.7,1,8,0,128,128,41.1,0,5,48,100.0,100.0,94.8,5,0,50,50
Carter O'Donnell,105607,G,ARZ,5,0,1,58.4,1,8,115,100.0,100.0,96.1,1,9,0,125,125,66.2,1,4,54,100.0,100.0,95.4,5,0,59,59
Brock Hoffman,54535,C,DAL,8,0,9,57.0,0,5,115,100.0,100.0,97.8,1,5,0,124,124,47.7,0,3,34,100.0,100.0,95.6,3,0,38,38
Halapoulivaati Vaitai,10798,G,DET,3,0,11,68.4,0,2,115,100.0,100.0,98.3,0,3,1,122,122,52.9,0,2,58,100.0,100.0,96.6,3,1,60,60
Jaylon Moore,43678,T,SF,9,0,28,69.7,1,6,114,100.0,100.0,96.1,0,8,1,121,121,66.0,1,2,41,100.0,100.0,96.3,3,0,43,43
Kendrick Green,56642,G,HST,3,1,13,69.9,1,3,113,100.0,100.0,98.2,1,4,0,121,121,59.4,1,3,51,100.0,100.0,96.1,4,0,52,52
Travis Etienne Jr.,57185,HB,JAX,17,0,15,52.2,2,7,113,21.9,21.9,94.2,0,11,2,120,549,40.0,2,5,49,22.2,23.0,92.9,7,0,55,239
Royce Newman,41746,G,GB,5,0,12,52.2,1,8,111,100.0,100.0,95.0,0,10,1,120,120,48.0,0,8,52,100.0,100.0,92.3,8,0,55,55
Cameron Erving,9452,T,NO,3,0,20,70.5,0,3,116,100.0,100.0,97.8,0,4,1,120,120,71.7,0,2,58,100.0,100.0,96.6,3,1,60,60
Kelvin Beachum,7229,T,ARZ,6,0,1,67.6,0,8,111,100.0,100.0,94.6,1,10,2,119,119,57.6,0,5,50,100.0,100.0,91.0,7,2,53,53
Ryan Neuzil,41123,C,ATL,5,0,2,59.1,0,3,111,100.0,100.0,98.6,0,3,0,116,116,31.4,0,2,30,100.0,100.0,96.7,2,0,32,32
Tony Pollard,27126,HB,DAL,18,0,9,70.6,2,3,108,19.7,19.6,95.8,0,7,2,115,588,77.6,1,0,42,18.5,19.1,96.4,2,1,47,246
Blake Brandel,46282,G,MIN,3,0,18,52.2,2,5,111,100.0,100.0,95.9,0,8,1,114,114,36.8,2,5,58,100.0,100.0,92.2,8,1,60,60
Calvin Anderson,46247,T,NE,2,0,19,38.4,2,6,105,100.0,100.0,95.2,1,9,1,110,110,29.4,2,6,57,100.0,100.0,91.2,9,1,58,58
Chuba Hubbard,57373,HB,CAR,17,0,5,61.6,1,7,101,25.6,26.1,93.1,0,11,3,110,422,52.3,1,5,57,23.9,24.2,89.5,9,3,62,256
Sam Mustipher,13026,C,BLT,7,0,3,61.0,0,2,105,100.0,100.0,99.0,0,2,0,110,110,40.8,0,2,41,100.0,100.0,97.6,2,0,45,45
Gabe Jackson,8716,G,CAR,4,0,5,48.9,0,5,103,100.0,100.0,94.7,1,8,3,110,110,24.6,0,5,55,100.0,100.0,91.8,7,2,59,59
Trevon Wesco,42018,TE,TEN,15,0,31,61.2,1,6,98,67.6,68.8,96.4,0,7,0,108,157,68.3,0,0,1,7.7,7.1,100.0,0,0,1,14
Jack Driscoll,27064,T,PHI,3,0,24,58.6,1,8,105,100.0,100.0,94.8,0,10,1,107,107,41.1,1,8,58,100.0,100.0,90.5,10,1,59,59
Landon Young,41761,T,NO,9,0,20,45.9,0,3,101,99.0,99.1,96.5,0,5,2,106,107,31.3,0,3,44,100.0,100.0,94.3,4,1,47,47
Daniel Faalele,81734,T,BLT,12,0,3,43.6,2,5,100,100.0,100.0,93.5,0,10,3,103,103,43.7,2,4,53,100.0,100.0,90.6,8,2,55,55
Jordan McFadden,77578,G,LAC,4,0,27,54.0,2,2,98,99.0,99.0,96.9,0,5,1,103,104,29.9,2,2,46,100.0,100.0,93.5,5,1,49,49
Ja'Tyre Carter,78432,G,CHI,4,0,6,67.2,0,4,98,100.0,100.0,96.9,0,5,1,100,100,53.4,0,3,44,100.0,100.0,94.3,4,1,45,45
Saquon Barkley,45791,HB,NYG,14,0,21,76.6,0,4,97,24.3,23.6,95.9,0,6,2,100,423,77.5,0,1,43,22.5,21.9,98.8,1,0,44,201
Wes Schweitzer,10829,G,NYJ,3,0,22,60.0,0,4,94,100.0,100.0,96.8,1,5,1,99,99,49.7,0,1,40,100.0,100.0,96.2,2,1,44,44
Kyren Williams,97118,HB,LA,13,0,26,57.7,1,7,95,21.9,21.6,94.7,1,9,1,98,453,49.0,1,4,40,17.9,17.5,93.7,5,0,41,234
Dennis Daley,60063,G,ARZ,3,0,1,30.9,2,3,88,100.0,100.0,94.9,0,7,2,95,95,24.9,2,2,45,100.0,100.0,93.3,5,1,48,48
Matt Peart,46179,T,NYG,7,1,21,55.8,1,5,83,100.0,100.0,96.4,1,6,0,91,91,41.6,0,5,40,100.0,100.0,93.7,5,0,44,44
Nate Herbig,28844,G,PIT,3,0,25,48.5,0,9,87,100.0,100.0,93.7,0,10,1,91,91,40.9,0,8,55,100.0,100.0,90.9,9,1,58,58
Trent Scott,24481,T,WAS,4,0,32,55.2,1,9,82,100.0,100.0,93.9,1,10,0,89,89,30.2,1,6,32,100.0,100.0,89.1,7,0,33,33
Rachaad White,131633,HB,TB,19,0,30,53.5,1,6,83,14.1,14.1,95.8,2,7,0,88,622,29.0,1,5,37,13.4,13.3,91.9,6,0,39,293
Durham Smythe,47257,TE,MIA,17,0,17,61.2,1,4,82,16.0,16.1,95.7,0,6,1,86,535,78.1,0,0,16,10.5,10.3,100.0,0,0,16,155
Daniel Bellinger,84041,TE,NYG,17,0,21,45.4,1,6,79,21.7,22.6,91.8,2,10,3,86,381,61.4,0,1,19,11.0,12.5,97.4,1,0,22,176
