rank,Player,Position,Age,Year,Model_Projection_Points,#,StdDev,High,Low
23,Clyde Edwards-Helaire,RB,23.0,2022,146.7463083325534,57.0,5.3,2.08,8.07
24,Alvin Kamara,RB,27.0,2022,144.04942799756714,18.0,3.4,1.03,3.06
25,James Conner,RB,27.0,2022,144.04942799756714,33.0,3.8,1.12,4.09
26,Devin Singletary,RB,25.0,2022,138.36206867364675,78.0,6.8,4.06,8.09
27,Trevor Lawrence,QB,23.0,2022,134.08282604446032,184.0,17.2,6.11,16.07
28,Amon-Ra St. Brown,WR,23.0,2022,134.08282604446032,84.0,7.8,4.01,10.11
29,CeeDee Lamb,WR,23.0,2022,134.08282604446032,17.0,2.6,1.01,3.01
30,Chuba Hubbard,RB,23.0,2022,134.08282604446032,135.0,11.4,5.02,14.03
31,Kenneth Gainwell,RB,23.0,2022,131.6365326604782,131.0,10.0,6.05,13.12
32,Derrick Henry,RB,28.0,2022,131.25688957472943,3.0,1.5,1.01,2.01
33,Melvin Gordon,RB,29.0,2022,130.1445524985837,89.0,7.2,4.1,10.04
34,Rhamondre Stevenson,RB,24.0,2022,125.24768195317695,91.0,7.8,3.02,10.12
35,Kenyan Drake,RB,28.0,2022,123.88095537994279,191.0,15.9,8.01,16.04
36,Nyheim Hines,RB,26.0,2022,123.30667995654704,106.0,7.4,5.12,11.07
37,Kareem Hunt,RB,27.0,2022,122.54457334154283,74.0,6.2,3.09,8.09
38,Ronald Jones II,RB,25.0,2022,121.401684370256,109.0,7.7,6.08,12.08
39,Chase Edmonds,RB,26.0,2022,121.2240029490855,81.0,6.9,1.08,9.04
40,Tony Pollard,RB,25.0,2022,118.86593572759627,73.0,6.4,1.04,8.07
41,AJ Dillon,RB,24.0,2022,115.99987708702825,,,,
42,Saquon Barkley,RB,25.0,2022,112.40189763283243,20.0,3.4,1.02,3.07
43,Sony Michel,RB,27.0,2022,111.13714059735658,188.0,15.5,9.08,16.01
44,Jamaal Williams,RB,27.0,2022,102.14959440103084,142.0,9.4,8.12,15.06
45,Austin Ekeler,RB,27.0,2022,102.14959440103084,5.0,1.4,1.01,1.11
46,Alexander Mattison,RB,24.0,2022,102.03307540904224,99.0,7.1,4.04,10.06
47,Myles Gaskin,RB,25.0,2022,101.41492399265236,244.0,23.6,10.03,18.06
48,J.D. McKissic,RB,29.0,2022,98.71037226139313,120.0,8.5,7.05,13.05
49,Darrell Henderson,RB,25.0,2022,97.3061251917207,110.0,6.4,6.08,11.06
50,Damien Harris,RB,25.0,2022,94.60461894200823,61.0,5.8,2.11,7.08
51,Raheem Mostert,RB,30.0,2022,89.44300132042586,118.0,8.6,6.04,13.06
52,Rashaad Penny,RB,26.0,2022,77.14432036686038,72.0,6.4,2.1,8.12
53,Mike Davis,RB,29.0,2022,77.1319430888684,257.0,20.3,11.09,18.03
54,Mark Ingram,RB,33.0,2022,76.25803294667678,129.0,11.1,2.06,13.06
55,Damien Williams,RB,30.0,2022,74.75691934965944,261.0,29.5,1.04,18.06
56,Boston Scott,RB,27.0,2022,73.3118884747558,275.0,37.7,10.09,24.05
57,James White,RB,30.0,2022,71.21624985230605,239.0,21.8,9.01,18.05
58,Darrel Williams,RB,27.0,2022,70.52503947641841,152.0,12.2,4.07,15.1
59,Giovani Bernard,RB,31.0,2022,68.55128229166927,273.0,37.2,10.12,22.08
60,Trey Sermon,RB,23.0,2022,63.20558247730753,205.0,15.8,8.02,16.11
61,D'Ernest Johnson,RB,26.0,2022,60.92669596293263,224.0,18.1,9.05,17.1
62,Marlon Mack,RB,26.0,2022,60.47430941539358,126.0,9.8,7.08,14.01
63,Phillip Lindsay,RB,28.0,2022,58.11521049270692,260.0,25.7,11.01,18.04
64,Rex Burkhead,RB,32.0,2022,51.346761262236114,272.0,20.8,11.09,18.01
65,Jerick McKinnon,RB,30.0,2022,50.045495932043636,202.0,21.3,5.02,17.12
66,Ameer Abdullah,RB,29.0,2022,47.27408247661916,174.0,47.9,1.01,18.05
67,Matt Breida,RB,27.0,2022,46.414298119062636,249.0,24.4,10.02,18.08
68,Cam Akers,RB,23.0,2022,46.158293920717625,36.0,4.0,1.01,5.02
69,Samaje Perine,RB,27.0,2022,45.77761325550037,242.0,19.7,9.09,18.05
70,Dontrell Hilliard,RB,27.0,2022,41.82607420771453,223.0,19.3,12.02,17.11
71,Eno Benjamin,RB,23.0,2022,29.30350504451212,256.0,25.0,8.03,18.01
