,Ht,Wt,40yd,Vertical,Bench,BroadJump,3Cone,Shuttle,Combine_Year,Fantasy_PPR
275,5.75,183.0,4.27,36.0,13.0,132.0,6.915,4.21,2013.0,57.2
277,6.333333333333333,210.0,4.75,33.5,13.0,119.0,7.09,4.29,2019.0,49.9
281,6.083333333333333,206.0,4.48,36.0,15.0,121.0,6.915,4.21,2020.0,72.0
287,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,44.6
288,6.083333333333333,206.0,4.53,37.0,10.0,130.0,6.76,4.2,2016.0,55.7
290,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,65.0
291,6.083333333333333,202.0,4.73,38.5,23.0,124.0,7.2,4.33,2020.0,49.4
292,6.083333333333333,196.0,4.64,32.0,13.0,116.0,6.915,4.21,2016.0,57.5
296,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,48.8
299,5.583333333333333,173.0,4.42,36.0,11.0,123.0,6.64,4.15,2017.0,52.5
301,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,44.9
307,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,49.0
308,5.916666666666667,188.0,4.22,37.0,15.0,133.0,6.915,4.21,2017.0,41.0
310,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,39.5
312,6.083333333333333,194.0,4.61,35.5,14.0,127.0,6.94,4.34,2017.0,40.1
314,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,34.6
316,5.666666666666667,174.0,4.34,32.0,14.0,120.0,6.915,4.01,2013.0,51.4
317,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,34.4
319,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,66.2
327,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,38.5
329,6.0,181.0,4.43,37.0,15.0,124.0,7.0,4.2,2021.0,28.6
336,6.0,186.0,4.27,32.0,15.0,123.0,7.13,4.25,2021.0,33.4
337,6.166666666666667,194.0,4.55,33.5,11.0,114.0,6.915,4.21,2016.0,48.0
338,5.75,202.0,4.43,37.5,10.0,123.0,7.0,4.21,2014.0,48.0
340,6.0,205.0,4.31,40.0,11.0,135.0,6.915,4.03,2019.0,32.2
343,6.166666666666667,212.0,4.48,36.0,15.0,121.0,6.915,4.21,2015.0,33.4
350,5.916666666666667,201.0,4.48,34.5,20.0,121.0,7.27,4.4,2020.0,36.2
351,6.083333333333333,215.0,4.54,32.5,15.0,120.0,6.915,4.21,2017.0,34.8
357,6.166666666666667,222.0,4.48,36.0,19.0,121.0,7.07,4.33,2017.0,34.4
358,5.666666666666667,190.0,4.38,35.0,15.0,124.0,6.93,4.22,2021.0,28.3
359,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,30.7
361,6.083333333333333,211.0,4.62,36.0,19.0,126.0,6.88,4.22,2012.0,32.7
368,6.0,189.0,4.46,35.0,18.0,128.0,6.87,4.35,2021.0,28.1
370,6.166666666666667,228.0,4.53,38.5,27.0,122.0,6.915,4.21,2019.0,28.4
371,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,24.8
372,6.166666666666667,205.0,4.4,39.0,19.0,125.0,6.915,4.21,2021.0,32.8
374,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,20.2
378,6.0,186.0,4.48,36.0,15.0,121.0,6.915,4.21,2018.0,25.3
380,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,23.7
385,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,19.1
386,6.0,221.0,4.55,40.5,15.0,121.0,6.97,4.21,2015.0,29.9
391,6.25,207.0,4.38,38.5,16.0,131.0,6.66,4.43,2020.0,21.3
393,6.166666666666667,220.0,4.48,36.0,13.0,121.0,6.915,4.21,2021.0,24.3
395,6.0,194.0,4.38,33.5,16.0,124.0,6.915,4.35,2013.0,18.9
401,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,18.4
403,5.833333333333333,185.0,4.33,37.0,13.0,122.0,6.7,4.11,2015.0,18.0
405,6.083333333333333,208.0,4.43,35.0,15.0,121.0,7.09,4.26,2021.0,15.9
408,6.5,222.0,4.48,36.0,17.0,121.0,6.915,4.21,2020.0,21.5
413,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,19.2
415,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,20.2
418,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,20.3
422,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,14.1
424,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,16.1
426,6.416666666666667,228.0,4.68,31.0,15.0,112.0,6.915,4.21,2018.0,12.9
427,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,11.0
428,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,14.2
433,5.916666666666667,201.0,4.48,36.0,22.0,121.0,6.915,4.21,2018.0,14.5
440,6.333333333333333,225.0,4.48,36.0,15.0,132.0,7.28,4.38,2020.0,10.1
443,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,13.8
444,5.75,178.0,4.48,36.0,15.0,121.0,6.915,4.21,2020.0,12.4
446,5.916666666666667,195.0,4.4,36.0,15.0,120.0,6.77,4.15,2010.0,8.4
449,6.0,178.0,4.48,36.0,15.0,121.0,6.915,4.21,2017.0,16.8
450,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,9.7
452,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,10.4
453,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,8.5
455,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,12.9
456,6.083333333333333,203.0,4.54,31.0,14.0,114.0,6.915,4.19,2021.0,15.4
457,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,8.6
458,5.75,212.0,4.52,33.0,19.0,121.0,7.07,4.31,2021.0,9.6
461,5.583333333333333,174.0,4.47,35.5,15.0,122.0,6.66,3.98,2021.0,11.4
462,6.0,186.0,4.32,33.5,10.0,126.0,6.93,4.27,2016.0,8.6
467,5.666666666666667,195.0,4.3,40.5,15.0,126.0,6.65,4.28,2009.0,10.2
469,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,5.6
472,5.916666666666667,203.0,4.52,31.0,15.0,115.0,6.915,4.21,2016.0,7.6
474,5.583333333333333,173.0,4.48,36.0,15.0,121.0,6.915,4.21,2019.0,6.9
479,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,6.6
480,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,6.0
481,5.916666666666667,196.0,4.31,37.0,18.0,119.0,7.09,4.33,2017.0,9.8
482,5.916666666666667,195.0,4.62,33.5,11.0,113.0,7.19,4.39,2014.0,7.8
483,5.666666666666667,181.0,4.63,33.0,13.0,117.0,6.74,4.01,2017.0,6.1
485,6.25,215.0,4.35,36.5,23.0,123.0,6.92,4.14,2015.0,4.8
486,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,11.8
488,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,6.5
489,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,4.9
493,6.0,196.0,4.6,32.5,17.0,114.0,6.915,4.21,2020.0,6.0
495,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,7.3
497,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,5.4
498,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,4.8
504,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,4.6
506,6.25,217.0,4.66,35.5,15.0,120.0,7.19,4.52,2020.0,8.3
507,6.25,211.0,4.49,37.0,12.0,124.0,7.2,4.43,2021.0,4.4
514,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,2.7
517,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,3.6
518,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,4.4
519,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,4.7
522,5.833333333333333,190.0,4.59,34.0,12.0,121.0,7.38,4.38,2021.0,4.3
527,6.25,211.0,4.57,37.5,14.0,117.0,6.97,4.28,2019.0,3.7
530,5.916666666666667,194.0,4.48,33.0,11.0,112.0,6.97,4.25,2021.0,4.3
534,6.166666666666667,213.0,4.54,40.0,15.0,132.0,6.91,4.26,2021.0,2.0
536,6.333333333333333,220.0,4.42,43.5,12.0,140.0,6.77,4.07,2019.0,1.6
539,5.833333333333333,181.0,4.43,34.5,14.0,113.0,6.93,4.15,2018.0,1.5
541,6.0,201.0,4.56,34.5,19.0,117.0,7.05,4.25,2021.0,2.4
545,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,2.0
549,5.75,188.0,4.31,36.5,15.0,121.0,6.95,4.15,2019.0,2.3
551,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,1.7
554,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,2.3
555,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,3.0
556,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,3.4
563,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,3.1
566,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,3.4
567,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,1.5
569,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,-0.3
577,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,0.3
589,6.166666666666667,217.0,4.36,34.0,15.0,124.0,7.38,4.38,2021.0,0.8
590,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,1.4
595,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,-3.3
599,6.083333333333333,212.0,4.56,39.5,14.0,123.0,6.82,4.3,2014.0,358.4
601,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,328.9
612,6.0,195.0,4.46,35.0,15.0,115.0,7.03,4.32,2015.0,328.6
615,6.0,189.0,4.43,31.0,15.0,110.0,6.88,4.41,2018.0,281.5
616,6.25,228.0,4.33,40.5,27.0,134.0,7.38,4.5,2019.0,271.3
619,6.083333333333333,202.0,4.43,37.5,15.0,126.0,6.915,4.21,2020.0,274.2
621,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,254.0
622,6.416666666666667,231.0,4.53,37.0,12.0,121.0,7.08,4.26,2014.0,248.6
623,6.0,226.0,4.49,36.5,19.0,120.0,6.915,4.21,2019.0,247.5
627,6.083333333333333,214.0,4.57,36.0,15.0,115.0,6.915,4.5,2013.0,287.8
629,5.833333333333333,182.0,4.4,35.5,15.0,121.0,6.89,4.07,2015.0,265.4
633,6.25,220.0,4.6,39.0,15.0,127.0,7.0,4.0,2014.0,262.9
635,6.0,201.0,4.51,33.5,14.0,117.0,7.15,4.47,2013.0,245.1
637,6.333333333333333,238.0,4.42,40.5,19.0,126.0,6.915,4.21,2020.0,214.9
638,6.166666666666667,199.0,4.46,33.0,22.0,112.0,6.81,4.11,2012.0,227.8
639,5.833333333333333,189.0,4.33,36.0,16.0,120.0,6.76,3.81,2014.0,232.0
644,6.0,210.0,4.42,39.5,15.0,132.0,6.95,4.07,2018.0,211.5
645,6.166666666666667,206.0,4.58,36.0,15.0,121.0,6.915,4.21,2013.0,245.1
646,6.083333333333333,211.0,4.42,33.0,15.0,120.0,6.71,3.98,2015.0,236.8
648,6.166666666666667,198.0,4.5,34.5,11.0,124.0,6.915,4.21,2020.0,217.7
656,6.0,198.0,4.42,36.0,12.0,121.0,6.915,4.21,2015.0,185.6
657,6.083333333333333,215.0,4.54,32.5,15.0,120.0,6.915,4.21,2017.0,234.1
658,6.0,208.0,4.35,37.5,18.0,125.0,7.01,4.15,2019.0,223.8
659,6.0,186.0,4.32,33.5,10.0,126.0,6.93,4.27,2016.0,188.9
661,5.916666666666667,196.0,4.31,37.0,18.0,119.0,7.09,4.33,2017.0,212.1
664,5.833333333333333,183.0,4.53,33.5,15.0,123.0,7.09,4.45,2019.0,221.8
666,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,224.1
668,6.333333333333333,216.0,4.48,36.0,15.0,121.0,6.915,4.21,2020.0,194.6
669,6.25,209.0,4.48,36.0,15.0,121.0,6.915,4.21,2017.0,191.4
671,6.083333333333333,209.0,4.42,36.0,19.0,126.0,7.01,4.0,2017.0,191.0
696,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,207.5
697,6.0,205.0,4.5,40.0,11.0,128.0,6.915,4.21,2020.0,184.5
698,5.75,166.0,4.48,36.0,15.0,121.0,6.915,4.21,2019.0,183.0
701,6.166666666666667,204.0,4.62,31.0,15.0,116.0,6.75,4.08,2017.0,208.7
703,5.916666666666667,205.0,4.65,28.5,12.0,110.0,6.915,4.21,2014.0,188.0
706,6.083333333333333,197.0,4.58,34.0,11.0,119.0,6.9,4.35,2016.0,192.6
707,6.083333333333333,205.0,4.51,36.0,10.0,122.0,6.95,4.37,2018.0,173.3
709,5.666666666666667,185.0,4.56,37.0,10.0,115.0,7.17,4.32,2015.0,172.0
715,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,161.2
716,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,181.1
717,5.75,183.0,4.34,36.0,15.0,121.0,6.915,4.21,2012.0,164.2
719,6.083333333333333,193.0,4.45,35.0,15.0,120.0,6.915,4.53,2020.0,157.6
721,6.333333333333333,218.0,4.48,32.5,15.0,121.0,6.915,4.21,2017.0,153.7
723,5.916666666666667,186.0,4.4,39.5,12.0,126.0,6.64,4.1,2010.0,164.8
724,6.333333333333333,206.0,4.37,30.5,15.0,124.0,6.915,4.21,2018.0,137.3
725,6.25,209.0,4.45,36.5,17.0,125.0,6.915,4.21,2015.0,166.3
726,6.166666666666667,216.0,4.54,35.0,14.0,124.0,7.08,4.59,2020.0,136.9
727,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,153.6
728,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,155.4
729,6.083333333333333,227.0,4.58,36.0,17.0,121.0,6.915,4.21,2020.0,157.1
730,5.833333333333333,201.0,4.47,35.5,20.0,115.0,7.09,4.45,2018.0,146.4
731,5.833333333333333,194.0,4.48,41.0,20.0,123.0,7.0,4.35,2016.0,162.5
734,6.25,220.0,4.34,38.5,17.0,135.0,6.66,4.25,2011.0,146.1
736,6.166666666666667,219.0,4.55,36.0,14.0,126.0,7.11,4.29,2017.0,136.9
739,5.833333333333333,176.0,4.38,37.0,9.0,124.0,6.915,4.21,2020.0,152.1
740,6.083333333333333,190.0,4.39,40.5,11.0,135.0,7.0,4.15,2019.0,141.0
744,5.833333333333333,187.0,4.33,36.5,17.0,119.0,6.915,4.21,2019.0,128.1
751,6.083333333333333,196.0,4.64,32.0,13.0,116.0,6.915,4.21,2016.0,120.9
752,6.166666666666667,203.0,4.63,37.0,13.0,118.0,7.07,4.23,2019.0,142.5
753,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,118.8
757,6.083333333333333,203.0,4.68,34.0,9.0,125.0,6.73,4.21,2017.0,129.7
758,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,133.1
761,6.166666666666667,215.0,4.58,36.5,15.0,126.0,6.915,4.21,2019.0,115.9
763,5.833333333333333,184.0,4.59,35.0,7.0,116.0,6.8,4.19,2019.0,131.6
766,5.833333333333333,186.0,4.56,33.5,13.0,105.0,6.98,4.18,2010.0,117.1
767,6.25,194.0,4.52,37.0,15.0,124.0,6.83,4.13,2017.0,124.3
772,5.583333333333333,173.0,4.42,36.0,11.0,123.0,6.64,4.15,2017.0,99.6
773,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,102.5
775,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,97.1
777,6.166666666666667,212.0,4.48,36.0,15.0,121.0,6.915,4.21,2015.0,99.1
779,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,103.1
780,5.916666666666667,213.0,4.54,34.5,14.0,120.0,7.11,4.32,2018.0,99.2
781,6.083333333333333,203.0,4.48,36.0,15.0,121.0,6.915,4.21,2013.0,114.9
