,Player,Year,Age,Position,Receiving_Ctch%,Receiving_Lng,Receiving_Y/Tgt,40yd,Ht,Wt,Vertical,Bench,3Cone,Shuttle,Pts_Per_Start
4152,Riley Cooper,2015,28.0,WR,51.2,62.0,8.0,4.53,6.25,222.0,33.0,0.0,0.0,0.0,5.053846153846154
4187,Nelson Agholor,2015,22.0,WR,52.3,53.0,6.4,4.42,6.0,198.0,0.0,12.0,0.0,0.0,4.608333333333333
4457,Antonio Brown,2014,26.0,WR,71.3,63.0,9.4,4.56,5.833333333,186.0,33.5,13.0,6.98,4.18,24.18125
4461,Jordy Nelson,2014,29.0,WR,64.9,80.0,10.1,4.51,6.25,217.0,31.0,0.0,7.03,4.35,20.49375
4462,Demaryius Thomas,2014,27.0,WR,60.3,86.0,8.8,4.52,6.25,224.0,0.0,0.0,0.0,0.0,21.30625
4463,Dez Bryant,2014,26.0,WR,64.7,68.0,9.7,4.52,6.166666667,225.0,0.0,0.0,0.0,0.0,19.75
4470,Randall Cobb,2014,24.0,WR,71.7,70.0,10.1,4.46,5.833333333,191.0,33.5,16.0,7.08,4.34,18.3375
4471,Emmanuel Sanders,2014,27.0,WR,71.6,48.0,10.0,4.4,5.916666667,186.0,39.5,12.0,6.64,4.1,18.8625
4472,Julio Jones,2014,25.0,WR,63.8,79.0,9.8,4.34,6.25,220.0,38.5,17.0,6.66,4.25,19.826666666666664
4473,Jeremy Maclin,2014,26.0,WR,59.4,72.0,9.2,4.43,6.0,198.0,0.0,0.0,0.0,0.0,17.3
4479,Mike Evans,2014,21.0,WR,55.7,56.0,8.6,4.53,6.416666667,231.0,37.0,12.0,7.08,4.26,16.34
4480,Alshon Jeffery,2014,24.0,WR,58.6,74.0,7.8,4.48,6.25,216.0,0.0,0.0,0.0,0.0,16.35
4481,T.Y. Hilton,2014,25.0,WR,62.6,73.0,10.3,4.34,5.75,183.0,0.0,0.0,0.0,0.0,17.233333333333334
4491,Golden Tate,2014,26.0,WR,68.8,73.0,9.2,4.42,5.833333333,199.0,35.0,17.0,7.12,4.34,16.19375
4494,Calvin Johnson,2014,29.0,WR,55.5,67.0,8.4,4.35,6.416666667,239.0,0.0,0.0,0.0,0.0,17.43846153846154
4495,DeAndre Hopkins,2014,22.0,WR,59.8,76.0,9.5,4.57,6.083333333,214.0,36.0,15.0,0.0,4.5,14.4375
4496,DeSean Jackson,2014,28.0,WR,58.9,81.0,12.3,4.35,5.833333333,169.0,0.0,0.0,0.0,0.0,16.123076923076923
4497,Kelvin Benjamin,2014,23.0,WR,50.3,51.0,7.0,4.61,6.416666667,240.0,32.5,13.0,7.33,4.39,15.053333333333335
4502,Mike Wallace,2014,28.0,WR,58.3,50.0,7.5,4.33,6.0,199.0,40.0,14.0,6.9,4.27,13.3
4505,Torrey Smith,2014,25.0,WR,53.3,53.0,8.3,4.41,6.083333333,204.0,41.0,19.0,6.72,4.13,11.98125
4508,Anquan Boldin,2014,34.0,WR,63.8,76.0,8.2,4.72,6.083333333,216.0,33.5,0.0,7.35,4.33,13.725
4510,Brandon LaFell,2014,28.0,WR,62.2,56.0,8.0,4.58,6.166666667,211.0,36.0,0.0,6.81,4.23,16.2
4511,A.J. Green,2014,26.0,WR,59,81.0,8.9,4.48,6.333333333,211.0,34.5,18.0,6.91,4.21,15.792307692307693
4512,Jordan Matthews,2014,22.0,WR,65,44.0,8.5,4.46,6.25,212.0,35.5,21.0,6.95,4.18,20.22
4516,Sammy Watkins,2014,21.0,WR,50.8,84.0,7.7,4.43,6.083333333,211.0,34.0,16.0,6.95,4.34,12.375
4517,Roddy White,2014,33.0,WR,64,39.0,7.4,4.46,6.083333333,207.0,0.0,0.0,0.0,0.0,15.15
4521,Eric Decker,2014,27.0,WR,64.3,74.0,8.4,4.54,6.25,217.0,0.0,15.0,0.0,0.0,13.346666666666666
4524,Mohamed Sanu,2014,25.0,WR,57.1,76.0,8.1,4.62,6.083333333,211.0,36.0,19.0,6.88,4.22,13.792307692307693
4550,Eddie Royal,2014,28.0,WR,68.1,47.0,8.5,4.39,5.833333333,184.0,36.0,24.0,7.07,4.34,16.472727272727273
4551,Marques Colston,2014,31.0,WR,59,57.0,9.0,4.5,6.416666667,224.0,37.0,16.0,6.94,4.43,13.63076923076923
4552,Michael Floyd,2014,25.0,WR,47.5,63.0,8.5,4.4,6.25,220.0,36.5,16.0,0.0,0.0,11.807142857142859
4553,Brandon Marshall,2014,30.0,WR,57.5,47.0,6.8,4.52,6.333333333,229.0,37.0,0.0,0.0,0.0,13.776923076923076
4558,Rueben Randle,2014,23.0,WR,55.9,49.0,7.4,4.55,6.25,210.0,31.0,15.0,6.99,4.36,14.061538461538463
4560,Kendall Wright,2014,25.0,WR,61.3,48.0,7.7,4.49,5.833333333,196.0,38.5,0.0,6.93,4.18,15.263636363636364
4561,Vincent Jackson,2014,31.0,WR,49.3,50.0,7.1,4.46,6.416666667,241.0,39.0,0.0,0.0,0.0,11.2625
4562,Greg Jennings,2014,31.0,WR,64.1,38.0,8.1,4.42,5.916666667,197.0,36.5,0.0,6.68,4.16,13.015384615384615
4563,Terrance Williams,2014,25.0,WR,56.1,51.0,9.4,4.52,6.166666667,208.0,32.5,11.0,7.01,4.32,9.19375
4567,Andre Johnson,2014,33.0,WR,58.2,35.0,6.4,4.41,6.166666667,230.0,39.0,0.0,0.0,0.0,12.706666666666667
4574,James Jones,2014,30.0,WR,65.2,42.0,5.9,4.54,6.083333333,207.0,34.0,22.0,7.06,4.2,17.36
4575,Robert Woods,2014,22.0,WR,62.5,37.0,6.7,4.51,6.0,201.0,33.5,14.0,7.15,4.47,10.993333333333334
4577,Keenan Allen,2014,22.0,WR,63.6,35.0,6.5,4.58,6.166666667,206.0,0.0,0.0,0.0,0.0,12.521428571428572
4578,Jarvis Landry,2014,22.0,WR,75,25.0,6.8,4.65,5.916666667,205.0,28.5,12.0,0.0,0.0,16.490909090909092
4581,Kenny Britt,2014,26.0,WR,57.1,63.0,8.9,4.47,6.25,218.0,37.0,23.0,0.0,4.47,10.938461538461537
4582,Michael Crabtree,2014,27.0,WR,63,51.0,6.5,4.54,6.083333333,215.0,0.0,0.0,0.0,0.0,10.1375
4583,Pierre Garcon,2014,28.0,WR,64.8,70.0,7.2,4.42,6.0,210.0,36.5,20.0,6.9,4.19,11.514285714285714
4584,Andre Holmes,2014,26.0,WR,47.5,77.0,7.0,4.51,6.333333333,210.0,35.0,11.0,6.69,4.31,10.792307692307693
4593,Larry Fitzgerald,2014,31.0,WR,61.2,80.0,7.6,4.48,6.25,225.0,0.0,0.0,0.0,0.0,11.646153846153847
4594,Reggie Wayne,2014,36.0,WR,55.2,80.0,6.7,4.45,6.0,198.0,0.0,0.0,0.0,0.0,10.126666666666667
4606,Percy Harvin,2014,26.0,WR,65.4,45.0,6.2,4.39,5.916666667,192.0,0.0,19.0,0.0,0.0,10.791666666666666
4610,Markus Wheaton,2014,23.0,WR,61.6,47.0,7.5,4.45,5.916666667,189.0,37.0,20.0,6.8,4.02,11.936363636363637
4616,Dwayne Bowe,2014,30.0,WR,63.2,37.0,7.9,4.51,6.166666667,221.0,33.0,0.0,6.81,4.35,9.026666666666667
4618,Riley Cooper,2014,27.0,WR,57.9,50.0,6.1,4.53,6.25,222.0,33.0,0.0,0.0,0.0,8.04375
4622,Miles Austin,2014,30.0,WR,64.4,31.0,7.8,4.47,6.166666667,215.0,40.5,21.0,7.09,4.14,10.527272727272727
4632,Jerricho Cotchery,2014,32.0,WR,61.5,47.0,7.4,4.54,6.0,212.0,36.0,0.0,6.93,3.91,8.76923076923077
4635,Cecil Shorts,2014,27.0,WR,48.2,53.0,5.1,4.5,6.0,205.0,34.5,21.0,6.5,4.07,9.833333333333334
4639,Davante Adams,2014,22.0,WR,57.6,45.0,6.8,4.56,6.083333333,212.0,39.5,14.0,6.82,4.3,9.145454545454545
4646,Jermaine Kearse,2014,24.0,WR,55.1,60.0,7.8,4.5,6.083333333,209.0,34.0,14.0,7.03,4.12,7.135714285714286
4654,Brian Hartline,2014,28.0,WR,61.9,35.0,7.5,4.49,6.166666667,195.0,34.5,0.0,6.65,4.12,6.15
4988,Demaryius Thomas,2013,26.0,WR,64.8,78.0,10.1,4.52,6.25,224.0,0.0,0.0,0.0,0.0,19.9375
4989,Calvin Johnson,2013,28.0,WR,53.8,87.0,9.6,4.35,6.416666667,239.0,0.0,0.0,0.0,0.0,21.657142857142855
4991,A.J. Green,2013,25.0,WR,55.1,82.0,8.0,4.48,6.333333333,211.0,34.5,18.0,6.91,4.21,19.1625
4992,Brandon Marshall,2013,29.0,WR,61,44.0,7.9,4.52,6.333333333,229.0,37.0,0.0,0.0,0.0,19.09375
4993,Antonio Brown,2013,25.0,WR,65.9,56.0,9.0,4.56,5.833333333,186.0,33.5,13.0,6.98,4.18,22.49285714285714
4995,Dez Bryant,2013,25.0,WR,58.5,79.0,7.8,4.52,6.166666667,225.0,0.0,0.0,0.0,0.0,18.275
4998,Alshon Jeffery,2013,23.0,WR,60.1,80.0,9.6,4.48,6.25,216.0,0.0,0.0,0.0,0.0,20.25714285714286
4999,Eric Decker,2013,26.0,WR,64,61.0,9.5,4.54,6.25,217.0,0.0,15.0,0.0,0.0,17.4875
5002,DeSean Jackson,2013,27.0,WR,65.1,61.0,10.6,4.35,5.833333333,169.0,0.0,0.0,0.0,0.0,16.8375
5004,Jordy Nelson,2013,28.0,WR,66.9,76.0,10.3,4.51,6.25,217.0,31.0,0.0,7.03,4.35,16.525
5008,Andre Johnson,2013,32.0,WR,60.2,62.0,7.8,4.41,6.166666667,230.0,39.0,0.0,0.0,0.0,17.48125
5011,Pierre Garcon,2013,27.0,WR,62.4,53.0,7.4,4.42,6.0,210.0,36.5,20.0,6.9,4.19,17.34375
5012,Vincent Jackson,2013,30.0,WR,48.8,60.0,7.7,4.46,6.416666667,241.0,39.0,0.0,0.0,0.0,15.15
5015,Anquan Boldin,2013,33.0,WR,65.9,63.0,9.1,4.72,6.083333333,216.0,33.5,0.0,7.35,4.33,15.375
5021,Larry Fitzgerald,2013,30.0,WR,60.7,75.0,7.1,4.48,6.25,225.0,0.0,0.0,0.0,0.0,14.7625
5025,Keenan Allen,2013,21.0,WR,67.6,43.0,10.0,4.58,6.166666667,206.0,0.0,0.0,0.0,0.0,15.685714285714285
5032,T.Y. Hilton,2013,24.0,WR,59,73.0,7.8,4.34,5.75,183.0,0.0,0.0,0.0,0.0,22.09
5033,Torrey Smith,2013,24.0,WR,47.4,74.0,8.2,4.41,6.083333333,204.0,41.0,19.0,6.72,4.13,12.7375
5036,Riley Cooper,2013,26.0,WR,56,63.0,9.9,4.53,6.25,222.0,33.0,0.0,0.0,0.0,12.286666666666667
5038,Michael Floyd,2013,24.0,WR,57.5,91.0,9.2,4.4,6.25,220.0,36.5,16.0,0.0,0.0,12.44375
5045,Mike Wallace,2013,27.0,WR,51.8,57.0,6.6,4.33,6.0,199.0,40.0,14.0,6.9,4.27,12.45625
5046,Brian Hartline,2013,27.0,WR,57.1,50.0,7.6,4.49,6.166666667,195.0,34.5,0.0,6.65,4.12,13.44
5048,Marques Colston,2013,30.0,WR,67.6,35.0,8.5,4.5,6.416666667,224.0,37.0,16.0,6.94,4.43,18.11818181818182
5049,Golden Tate,2013,25.0,WR,64.6,80.0,9.1,4.42,5.833333333,199.0,35.0,17.0,7.12,4.34,14.376923076923077
5056,Kendall Wright,2013,24.0,WR,67.6,45.0,7.8,4.49,5.833333333,196.0,38.5,0.0,6.93,4.18,17.825
5087,Harry Douglas,2013,29.0,WR,64.4,80.0,8.1,4.51,5.916666667,176.0,31.0,0.0,6.57,4.12,18.154545454545453
5089,Emmanuel Sanders,2013,26.0,WR,59.3,55.0,6.5,4.4,5.916666667,186.0,39.5,12.0,6.64,4.1,18.15
5099,Greg Jennings,2013,30.0,WR,64.2,70.0,7.6,4.42,5.916666667,197.0,36.5,0.0,6.68,4.16,11.493333333333334
5107,Denarius Moore,2013,25.0,WR,53.5,73.0,8.1,4.43,6.0,194.0,36.0,13.0,6.78,4.15,14.55
5109,James Jones,2013,29.0,WR,63.4,83.0,8.8,4.54,6.083333333,207.0,34.0,22.0,7.06,4.2,11.192857142857141
5111,Dwayne Bowe,2013,29.0,WR,55.3,34.0,6.5,4.51,6.166666667,221.0,33.0,0.0,6.81,4.35,10.286666666666667
5113,Marlon Brown,2013,22.0,WR,59.8,59.0,6.4,4.63,6.333333333,213.0,0.0,0.0,0.0,0.0,12.1
5114,Cecil Shorts,2013,26.0,WR,53.7,59.0,6.3,4.5,6.0,205.0,34.5,21.0,6.5,4.07,12.438461538461537
5117,Kenny Stills,2013,21.0,WR,64,76.0,12.8,4.38,6.0,194.0,33.5,16.0,0.0,4.35,12.709999999999999
5118,Brandon LaFell,2013,27.0,WR,57.6,79.0,7.4,4.58,6.166666667,211.0,36.0,0.0,6.81,4.23,8.95
5121,DeAndre Hopkins,2013,21.0,WR,57.1,66.0,8.8,4.57,6.083333333,214.0,36.0,15.0,0.0,4.5,8.8875
5122,Hakeem Nicks,2013,25.0,WR,55.4,57.0,8.9,4.51,6.083333333,212.0,36.0,0.0,0.0,0.0,9.706666666666667
5130,Roddy White,2013,32.0,WR,64.9,39.0,7.3,4.46,6.083333333,207.0,0.0,0.0,0.0,0.0,11.546153846153846
5140,Robert Woods,2013,21.0,WR,47.1,57.0,6.9,4.51,6.0,201.0,33.5,14.0,7.15,4.47,8.592857142857143
5156,Donnie Avery,2013,29.0,WR,56.3,51.0,8.4,4.43,5.916666667,192.0,0.0,16.0,0.0,0.0,7.871428571428572
5180,Greg Little,2013,24.0,WR,41.4,47.0,4.7,4.51,6.166666667,231.0,40.5,27.0,6.8,4.21,7.653846153846154
5183,Mohamed Sanu,2013,24.0,WR,61,32.0,5.9,4.62,6.083333333,211.0,36.0,19.0,6.88,4.22,7.507142857142857
5188,Chris Givens,2013,24.0,WR,41,47.0,6.9,4.35,5.916666667,198.0,33.5,19.0,6.97,4.23,6.9
5194,Jason Avant,2013,30.0,WR,49.4,31.0,5.8,4.62,6.0,212.0,37.0,20.0,0.0,0.0,7.130769230769231
5200,Vincent Brown,2013,24.0,WR,58.6,51.0,6.7,4.68,5.916666667,187.0,33.5,12.0,6.64,4.25,7.8500000000000005
5202,Santonio Holmes,2013,29.0,WR,39,69.0,7.7,4.35,5.916666667,188.0,0.0,0.0,0.0,0.0,6.781818181818181
5228,Darrius Heyward-Bey,2013,26.0,WR,45.3,27.0,4.8,4.3,6.166666667,210.0,38.5,16.0,6.8,4.18,6.409090909090909
5242,Stephen Hill,2013,22.0,WR,40.7,51.0,5.8,4.36,6.333333333,215.0,39.5,14.0,6.88,4.48,5.654545454545455
5512,Calvin Johnson,2012,27.0,WR,59.8,53.0,9.6,4.35,6.416666667,239.0,0.0,0.0,0.0,0.0,21.4
5513,Brandon Marshall,2012,28.0,WR,61.5,56.0,7.9,4.52,6.333333333,229.0,37.0,0.0,0.0,0.0,20.9125
5518,Dez Bryant,2012,24.0,WR,66.7,85.0,10.0,4.52,6.166666667,225.0,0.0,0.0,0.0,0.0,21.407142857142855
5522,A.J. Green,2012,24.0,WR,59.1,73.0,8.2,4.48,6.333333333,211.0,34.5,18.0,6.91,4.21,18.7375
5524,Demaryius Thomas,2012,25.0,WR,65.7,71.0,10.0,4.52,6.25,224.0,0.0,0.0,0.0,0.0,18.2125
5526,Vincent Jackson,2012,29.0,WR,49,95.0,9.4,4.46,6.416666667,241.0,39.0,0.0,0.0,0.0,16.275
5528,Eric Decker,2012,25.0,WR,69.7,55.0,8.7,4.54,6.25,217.0,0.0,15.0,0.0,0.0,17.959999999999997
5529,Andre Johnson,2012,31.0,WR,69.1,60.0,9.9,4.41,6.166666667,230.0,39.0,0.0,0.0,0.0,18.4875
5530,Julio Jones,2012,23.0,WR,61.7,80.0,9.4,4.34,6.25,220.0,38.5,17.0,6.66,4.25,17.453333333333333
5534,Roddy White,2012,31.0,WR,64.8,59.0,9.5,4.46,6.083333333,207.0,0.0,0.0,0.0,0.0,17.94
5539,Marques Colston,2012,29.0,WR,63.8,60.0,8.9,4.5,6.416666667,224.0,37.0,16.0,6.94,4.43,19.56923076923077
5543,Michael Crabtree,2012,25.0,WR,66.9,49.0,8.7,4.54,6.083333333,215.0,0.0,0.0,0.0,0.0,15.64375
5546,Reggie Wayne,2012,34.0,WR,54.4,33.0,6.9,4.45,6.0,198.0,0.0,0.0,0.0,0.0,17.933333333333334
5547,James Jones,2012,28.0,WR,65.3,49.0,8.0,4.54,6.083333333,207.0,34.0,22.0,7.06,4.2,14.15
5551,Mike Williams,2012,25.0,WR,50,65.0,7.9,0.0,6.333333333,218.0,32.5,15.0,0.0,0.0,13.60625
5568,Torrey Smith,2012,23.0,WR,44.5,54.0,7.8,4.41,6.083333333,204.0,41.0,19.0,6.72,4.13,11.4625
5571,Mike Wallace,2012,26.0,WR,53.8,82.0,7.0,4.33,6.0,199.0,40.0,14.0,6.9,4.27,13.87857142857143
5573,Miles Austin,2012,28.0,WR,55.5,49.0,7.9,4.47,6.166666667,215.0,40.5,21.0,7.09,4.14,12.953333333333335
5576,Jeremy Maclin,2012,24.0,WR,56.6,70.0,7.0,4.43,6.0,198.0,0.0,0.0,0.0,0.0,12.979999999999999
5578,Brandon Lloyd,2012,31.0,WR,56.5,53.0,7.0,4.62,6.0,184.0,36.0,0.0,0.0,0.0,13.006666666666666
5579,Justin Blackmon,2012,22.0,WR,48.5,81.0,6.6,4.46,6.083333333,207.0,0.0,14.0,0.0,0.0,13.200000000000001
5581,Jordy Nelson,2012,27.0,WR,67.1,73.0,10.2,4.51,6.25,217.0,31.0,0.0,7.03,4.35,16.75
5600,Anquan Boldin,2012,32.0,WR,58,43.0,8.2,4.72,6.083333333,216.0,33.5,0.0,7.35,4.33,12.226666666666667
5601,Sidney Rice,2012,26.0,WR,61,46.0,9.1,4.51,6.25,200.0,39.5,0.0,7.09,4.34,10.525
5603,Denarius Moore,2012,24.0,WR,44.7,58.0,6.5,4.43,6.0,194.0,36.0,13.0,6.78,4.15,11.106666666666666
5604,Golden Tate,2012,24.0,WR,66.2,51.0,10.1,4.42,5.833333333,199.0,35.0,17.0,7.12,4.34,10.713333333333333
5608,Brian Hartline,2012,26.0,WR,56.5,80.0,8.3,4.49,6.166666667,195.0,34.5,0.0,6.65,4.12,12.42
5613,Andre Roberts,2012,24.0,WR,56.1,46.0,6.7,4.4,5.916666667,195.0,36.0,15.0,6.77,4.15,11.520000000000001
5615,Antonio Brown,2012,24.0,WR,62.3,60.0,7.4,4.56,5.833333333,186.0,33.5,13.0,6.98,4.18,17.11
5619,Larry Fitzgerald,2012,29.0,WR,45.5,37.0,5.1,4.48,6.25,225.0,0.0,0.0,0.0,0.0,10.925
5620,Brandon Gibson,2012,25.0,WR,62.2,34.0,8.4,4.59,6.0,210.0,0.0,0.0,0.0,0.0,11.546153846153846
5623,Donnie Avery,2012,28.0,WR,48.4,48.0,6.3,4.43,5.916666667,192.0,0.0,16.0,0.0,0.0,10.466666666666667
5626,Dwayne Bowe,2012,28.0,WR,51.8,47.0,7.0,4.51,6.166666667,221.0,33.0,0.0,6.81,4.35,12.924999999999999
5628,Brandon LaFell,2012,26.0,WR,57.9,62.0,8.9,4.58,6.166666667,211.0,36.0,0.0,6.81,4.23,11.6
5631,Pierre Garcon,2012,26.0,WR,64.7,88.0,9.3,4.42,6.0,210.0,36.5,20.0,6.9,4.19,13.819999999999999
5634,Darrius Heyward-Bey,2012,25.0,WR,51.3,59.0,7.6,4.3,6.166666667,210.0,38.5,16.0,6.8,4.18,9.514285714285714
5637,Chris Givens,2012,23.0,WR,52.5,65.0,8.7,4.35,5.916666667,198.0,33.5,19.0,6.97,4.23,11.083333333333334
5639,Greg Little,2012,23.0,WR,56.4,43.0,6.9,4.51,6.166666667,231.0,40.5,27.0,6.8,4.21,8.95
5641,Hakeem Nicks,2012,24.0,WR,53,50.0,6.9,4.51,6.083333333,212.0,36.0,0.0,0.0,0.0,12.745454545454544
5647,Davone Bess,2012,27.0,WR,58.7,39.0,7.5,4.64,5.833333333,194.0,31.5,12.0,6.97,4.27,11.13846153846154
5650,Kenny Britt,2012,24.0,WR,50,46.0,6.5,4.47,6.25,218.0,37.0,23.0,0.0,4.47,11.627272727272727
5654,DeSean Jackson,2012,26.0,WR,51.7,77.0,8.0,4.35,5.833333333,169.0,0.0,0.0,0.0,0.0,11.481818181818182
5670,Josh Morgan,2012,27.0,WR,65.8,32.0,7.0,4.46,6.0,219.0,0.0,0.0,0.0,0.0,7.966666666666667
5678,Donald Jones,2012,25.0,WR,61.2,68.0,6.6,4.46,6.0,214.0,41.0,20.0,6.9,4.2,10.93
5708,Mario Manningham,2012,26.0,WR,73.7,40.0,7.9,4.59,6.0,181.0,32.0,16.0,7.34,4.27,9.73
5749,T.J. Graham,2012,23.0,WR,53.4,51.0,5.6,4.34,5.916666667,188.0,33.5,8.0,6.77,4.18,6.336363636363637
5804,Jerome Simpson,2012,26.0,WR,50,33.0,5.3,4.42,6.166666667,199.0,37.5,0.0,7.08,4.52,5.14
