,Player,Position,Age,Year,Model_Projection_Points,#,StdDev,High,Low
23,Damien Harris,RB,25.0,2022,146.1261000000007,61.0,5.8,2.11,7.08
24,Elijah Mitchell,RB,24.0,2022,138.40230000000062,47.0,4.9,2.11,6.04
25,Derrick Henry,RB,28.0,2022,133.28240000000042,3.0,1.5,1.01,2.01
26,Devin Singletary,RB,25.0,2022,132.81010000000063,78.0,6.8,4.06,8.09
27,Ronald Jones II,RB,25.0,2022,127.42740000000028,109.0,7.7,6.08,12.08
28,Clyde Edwards-Helaire,RB,23.0,2022,120.1268000000007,57.0,5.3,2.08,8.07
29,Melvin Gordon,RB,29.0,2022,119.79520000000025,89.0,7.2,4.1,10.04
30,Darrell Henderson,RB,25.0,2022,118.02740000000009,110.0,6.4,6.08,11.06
31,CeeDee Lamb,WR,23.0,2022,109.65500000000057,17.0,2.6,1.01,3.01
32,Trevor Lawrence,QB,23.0,2022,109.65500000000057,184.0,17.2,6.11,16.07
33,Chuba Hubbard,RB,23.0,2022,109.65500000000057,135.0,11.4,5.02,14.03
34,Amon-Ra St. Brown,WR,23.0,2022,109.65500000000057,84.0,7.8,4.01,10.11
35,Kareem Hunt,RB,27.0,2022,105.23749999999983,74.0,6.2,3.09,8.09
36,Myles Gaskin,RB,25.0,2022,104.98840000000015,244.0,23.6,10.03,18.06
37,Michael Carter,RB,23.0,2022,103.22640000000025,104.0,7.4,2.05,11.06
38,Tony Pollard,RB,25.0,2022,103.10700000000011,73.0,6.4,1.04,8.07
39,Rhamondre Stevenson,RB,24.0,2022,101.82000000000023,91.0,7.8,3.02,10.12
40,Mark Ingram,RB,33.0,2022,100.35540000000005,129.0,11.1,2.06,13.06
41,Alexander Mattison,RB,24.0,2022,99.6584,99.0,7.1,4.04,10.06
42,Cam Akers,RB,23.0,2022,97.83820000000014,36.0,4.0,1.01,5.02
43,Samaje Perine,RB,27.0,2022,96.86419999999994,242.0,19.7,9.09,18.05
44,Kenyan Drake,RB,28.0,2022,96.83499999999981,191.0,15.9,8.01,16.04
45,Rashaad Penny,RB,26.0,2022,95.70919999999974,72.0,6.4,2.1,8.12
46,Austin Ekeler,RB,27.0,2022,95.16790000000039,5.0,1.4,1.01,1.11
47,Jamaal Williams,RB,27.0,2022,95.16790000000039,142.0,9.4,8.12,15.06
48,Sony Michel,RB,27.0,2022,94.70120000000051,188.0,15.5,9.08,16.01
49,Darrel Williams,RB,27.0,2022,91.53389999999993,152.0,12.2,4.07,15.1
50,D'Ernest Johnson,RB,26.0,2022,91.46779999999995,224.0,18.1,9.05,17.1
51,Rex Burkhead,RB,32.0,2022,87.87590000000036,272.0,20.8,11.09,18.01
52,Nyheim Hines,RB,26.0,2022,87.69850000000021,106.0,7.4,5.12,11.07
53,Giovani Bernard,RB,31.0,2022,85.09329999999994,273.0,37.2,10.12,22.08
54,J.D. McKissic,RB,29.0,2022,84.40670000000007,120.0,8.5,7.05,13.05
55,Raheem Mostert,RB,30.0,2022,83.52530000000013,118.0,8.6,6.04,13.06
56,Dontrell Hilliard,RB,27.0,2022,81.32699999999997,223.0,19.3,12.02,17.11
57,Phillip Lindsay,RB,28.0,2022,80.32909999999978,260.0,25.7,11.01,18.04
58,Marlon Mack,RB,26.0,2022,78.55809999999988,126.0,9.8,7.08,14.01
59,Jerick McKinnon,RB,30.0,2022,77.4612999999997,202.0,21.3,5.02,17.12
60,Damien Williams,RB,30.0,2022,75.8485999999998,261.0,29.5,1.04,18.06
61,Boston Scott,RB,27.0,2022,74.22180000000004,275.0,37.7,10.09,24.05
62,Mike Davis,RB,29.0,2022,73.42669999999976,257.0,20.3,11.09,18.03
63,Chase Edmonds,RB,26.0,2022,72.73940000000002,81.0,6.9,1.08,9.04
64,Kenneth Gainwell,RB,23.0,2022,72.36279999999995,131.0,10.0,6.05,13.12
65,Matt Breida,RB,27.0,2022,66.82209999999979,249.0,24.4,10.02,18.08
66,James White,RB,30.0,2022,56.221299999999566,239.0,21.8,9.01,18.05
67,Eno Benjamin,RB,23.0,2022,45.543442132616434,256.0,25.0,8.03,18.01
68,Ameer Abdullah,RB,29.0,2022,42.81249999999974,174.0,47.9,1.01,18.05
69,Trey Sermon,RB,23.0,2022,37.66479999999981,205.0,15.8,8.02,16.11
